,Population,Hispanic_Latino,White,Black,Asian,Urban,NAME,state,county,Hispanic_Latino_share,White_share,Black_share,Asian_share
1788,576567,47783,495534,16583,9924,0,Ocean County,34,029,0.0828750171272376,0.8594560562779348,0.028761618337504576,0.017212223384272772
1789,501226,185677,227144,55480,24556,0,Passaic County,34,031,0.3704456672239668,0.45317681046075026,0.11068859157346188,0.048991871930027575
1790,66083,4507,50736,8940,548,0,Salem County,34,033,0.0682021094683958,0.7677617541576502,0.135284415053796,0.008292601728129775
1791,323444,42091,201849,27480,45473,0,Somerset County,34,035,0.13013380987126055,0.6240616613695107,0.08496061141959659,0.14059002485747146
1792,149265,9617,132484,2448,2605,0,Sussex County,34,037,0.06442903560781162,0.8875757880280039,0.016400361772686164,0.017452182360231803
1793,536499,146704,243312,111705,24496,0,Union County,34,039,0.27344692161588374,0.45351808670659216,0.208211012508877,0.0456589853848749
1794,108692,7659,93165,3592,2642,0,Warren County,34,041,0.07046516762963236,0.8571468001324845,0.03304751039634932,0.024307216722481876
1795,662564,317089,274862,16293,14631,0,Bernalillo County,35,001,0.47857867315459335,0.41484596205045854,0.02459083198000495,0.022082395059194283
1796,3725,709,2832,15,5,0,Catron County,35,003,0.19033557046979865,0.760268456375839,0.004026845637583893,0.0013422818791946308
1797,65645,34139,28801,1079,373,0,Chaves County,35,005,0.5200548404295834,0.4387386701195826,0.016436895422347476,0.005682077842943103
1798,27213,9934,5857,221,136,0,Cibola County,35,006,0.3650461176643516,0.21522801602175431,0.00812111858303017,0.0049976114357108735
1799,13750,6488,6863,39,48,0,Colfax County,35,007,0.47185454545454547,0.49912727272727275,0.0028363636363636364,0.003490909090909091
1800,48376,19117,24545,2774,574,0,Curry County,35,009,0.3951752935339838,0.5073796924094592,0.0573424838763023,0.011865387795601125
1801,2022,779,1200,2,0,0,De Baca County,35,011,0.38526211671612265,0.5934718100890207,0.0009891196834817012,0.0
1802,209233,137514,62992,2825,2029,0,Doña Ana County,35,013,0.6572290221905722,0.3010614960355202,0.013501694283406538,0.00969732308001128
1803,53829,23731,28111,589,325,0,Eddy County,35,015,0.44085901651526127,0.5222277954262572,0.010942057255382786,0.006037637704583031
1804,29514,14252,14356,185,109,0,Grant County,35,017,0.48288947618079553,0.48641322762079015,0.006268211696144203,0.0036931625669173952
1805,4687,3730,753,66,58,0,Guadalupe County,35,019,0.7958182206101985,0.16065713676125454,0.014081502026882867,0.012374653296351611
1806,695,299,391,2,0,0,Harding County,35,021,0.4302158273381295,0.5625899280575539,0.0028776978417266188,0.0
1807,4894,2769,2025,17,23,0,Hidalgo County,35,023,0.5657948508377605,0.4137719656722517,0.003473641193297916,0.00469963220269718
1808,64727,33063,27845,2399,302,0,Lea County,35,025,0.5108069275572791,0.430191419345868,0.03706335841302702,0.004665749996137624
1809,20497,6110,13600,74,67,0,Lincoln County,35,027,0.29809240376640483,0.6635117334244036,0.0036102844318680783,0.003268771039664341
1810,17950,2646,13689,97,1060,0,Los Alamos County,35,028,0.14740947075208913,0.7626183844011142,0.005403899721448468,0.05905292479108635
1811,25095,15423,8997,189,112,0,Luna County,35,029,0.614584578601315,0.3585176329946204,0.007531380753138075,0.004463040446304045
1812,71492,9473,7384,317,542,0,McKinley County,35,031,0.13250433614949925,0.10328428355620209,0.0044340625524534215,0.007581267834163263
1813,4881,3953,873,10,11,0,Mora County,35,033,0.8098750256095062,0.17885679164105717,0.002048760499897562,0.0022536365498873182
1814,63797,22026,33716,2048,716,0,Otero County,35,035,0.3452513441070897,0.5284888004138125,0.032101822969732116,0.01122309826480869
1815,9041,3834,4847,82,78,0,Quay County,35,037,0.42406813405596727,0.5361132618073222,0.009069793164472956,0.008627364229620618
1816,40246,28703,5148,103,138,0,Rio Arriba County,35,039,0.7131888883367291,0.12791333300203747,0.002559260547632063,0.0034289121900313076
1817,19846,7913,11022,296,161,0,Roosevelt County,35,041,0.398720145117404,0.5553763982666532,0.014914844301118613,0.008112465988108435
1818,131561,46129,62445,2462,1763,0,Sandoval County,35,043,0.35062822568998414,0.47464674181558364,0.018713752555848617,0.013400627845638145
1819,130044,24776,55254,617,445,0,San Juan County,35,045,0.19052013164775,0.42488696133616316,0.004744547999138753,0.003421918735197318
1820,29393,22583,5781,339,175,0,San Miguel County,35,047,0.7683121831728643,0.19667948150920286,0.011533358282584288,0.005953798523457966
1821,144170,73015,63291,947,1569,0,Santa Fe County,35,049,0.5064507179024762,0.43900256641464935,0.0065686342512311854,0.010882985364500242
1822,11988,3352,8205,44,49,0,Sierra County,35,051,0.279612946279613,0.6844344344344344,0.003670337003670337,0.004087420754087421
1823,17866,8664,6711,142,208,0,Socorro County,35,053,0.4849434680398522,0.3756296876749132,0.007948057763349378,0.011642225456173739
1824,32937,18381,11958,104,201,0,Taos County,35,055,0.5580653975771929,0.3630567446944166,0.0031575431885114006,0.006102559431642226
1825,16383,6399,9173,172,61,0,Torrance County,35,057,0.3905878044314228,0.5599096624549839,0.010498687664041995,0.003723371787828847
1826,4549,1805,2549,74,22,0,Union County,35,059,0.3967905034073423,0.5603429325126401,0.016267311497032314,0.0048362277423609585
1827,76569,44605,27734,839,314,0,Valencia County,35,061,0.5825464613616477,0.3622092491739477,0.010957437082892554,0.004100876333764317
1828,304204,14917,231152,36396,14500,0,Albany County,36,001,0.04903617309437088,0.7598585159958449,0.11964339719398824,0.04766538244073056
1829,48946,670,46701,494,451,0,Allegany County,36,003,0.013688554733788256,0.9541331263024557,0.010092755281330445,0.00921423609692314
1830,1385108,741413,151209,416695,47335,0,Bronx County,36,005,0.535274505670316,0.10916766057231639,0.3008393569310119,0.03417423045711959
1831,200600,6778,173074,8850,7019,0,Broome County,36,007,0.03378863409770688,0.8627816550348953,0.04411764705882353,0.03499002991026919
1832,80317,1345,73849,966,524,0,Cattaraugus County,36,009,0.01674614340675075,0.9194691036766811,0.01202734165867749,0.006524148063299177
1833,80026,1896,73098,3009,387,0,Cayuga County,36,011,0.023692300002499188,0.9134281358558468,0.03760027990902957,0.004835928323294929
1834,134905,8241,120463,2763,676,0,Chautauqua County,36,013,0.06108743189651977,0.8929468885512027,0.02048107927801045,0.005010933619954783
1835,88830,2240,77643,5528,1041,0,Chemung County,36,015,0.0252167060677699,0.8740628166160082,0.062231228188675,0.011719013846673421
1836,50477,929,48265,323,200,0,Chenango County,36,017,0.018404421815876537,0.9561780612952434,0.006398953979039959,0.003962200606216693
1837,82128,2054,74832,2953,890,0,Clinton County,36,019,0.025009740892265733,0.9111630625365283,0.03595606857588155,0.010836742645626339
1838,63096,2454,55672,2691,998,0,Columbia County,36,021,0.03889311525294789,0.8823380245974388,0.04264929631038418,0.01581716749080766
1839,49336,1094,46252,705,412,0,Cortland County,36,023,0.02217447705529431,0.9374898654126804,0.014289768120642128,0.00835089995135398
