,id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,iso_region,municipality,gps_code,iata_code,local_code
4142,18909,5K2,small_airport,Tribune Municipal Airport,38.4542,-101.746,3620,US-KS,Tribune,5K2,,5K2
4143,10226,37I,small_airport,Troy Skypark Airport,39.9909,-84.2705,930,US-OH,Troy,37I,,37I
4144,12117,57AZ,small_airport,La Cholla Airpark,32.4467,-111.003,2940,US-AZ,Tucson,57AZ,,57AZ
4145,9927,30M,small_airport,Ralph M Sharpe Airport,34.6589,-90.3763,195,US-MS,Tunica,30M,,30M
4146,15670,9CL0,small_airport,Turlock Airpark,37.4708,-120.844,100,US-CA,Turlock,9CL0,,9CL0
4147,19203,K9U0,small_airport,Turner Airport,48.8542,-108.409,3049,US-MT,Turner,K9U0,,9U0
4148,19167,K96,small_airport,Tuscola Airport,39.7809,-88.3062,665,US-IL,Tuscola,K96,,K96
4149,9337,2CA2,small_airport,Cones Field,34.1628,-116.048,1800,US-CA,Twentynine Palms,2CA2,,2CA2
4150,8097,18KS,small_airport,Cherokee Strip,37.3709,-97.1073,1270,US-KS,Udall,18KS,,18KS
4151,18652,K35A,small_airport,"Union County, Troy Shelton Field",34.687,-81.6412,610,US-SC,Union,K35A,,35A
4152,18327,K07A,small_airport,Franklin Field,32.1668,-85.8097,300,US-AL,Union Springs,K07A,,07A
4153,18771,K43,small_airport,Unionville Municipal Airport,40.5402,-93.0255,1046,US-MO,Unionville,K43,,K43
4154,14018,79N,small_airport,Ridge Soaring Gliderport,40.8839,-77.9072,815,US-PA,Unionville,79N,,79N
4155,18885,K56D,small_airport,Wyandot County Airport,40.8834,-83.3145,830,US-OH,Upper Sandusky,K56D,,56D
4156,24378,S49,small_airport,Miller Memorial Airpark,43.9638,-117.259,2249,US-OR,Vale,S49,,S49
4157,10543,3KS5,small_airport,High Point Airport,37.8427,-97.3514,1395,US-KS,Valley Center,3KS5,,3KS5
4158,13987,78OH,small_airport,Valley City Flying Club Airport,41.257,-81.9707,850,US-OH,Valley City,78OH,,78OH
4159,17405,US-FL35,small_airport,Eglin Field Nr 2 Airport,30.5777,-86.4508,159,US-FL,Valparaiso,,,FL35
4160,22255,MO5,small_airport,Bollinger-Crass Memorial Airport,37.007,-91.0071,647,US-MO,Van Buren,MO5,,MO5
4161,21322,KVHN,small_airport,Culberson County Airport,31.0578,-104.784,3957,US-TX,Van Horn,KVHN,VHN,VHN
4162,25590,W56,small_airport,Fly For Fun Airport,45.6873,-122.522,297,US-WA,Vancouver,W56,,W56
4163,25661,WA69,small_airport,Wax Orchards Airport,47.4018,-122.498,389,US-WA,Vashon,WA69,,WA69
4164,19796,KF05,small_airport,Wilbarger County Airport,34.2257,-99.2838,1265,US-TX,Vernon,F05,WIB,F05
4165,26130,X52,small_airport,New Hibiscus Airpark,27.6323,-80.5276,25,US-FL,Vero Beach,X52,,X52
4166,10856,3VS,small_airport,Roy Otten Memorial Airfield,38.4278,-92.8752,1030,US-MO,Versailles,3VS,VRS,3VS
4167,22289,MO84,small_airport,Viburnum Airport,37.7167,-91.1335,1272,US-MO,Viburnum,MO84,,MO84
4168,18388,K0R4,small_airport,Concordia Parish Airport,31.562,-91.5065,54,US-LA,Vidalia,K0R4,,0R4
4169,21978,ME55,small_airport,Vinalhaven Airport,44.0737,-68.8189,72,US-ME,Vinalhaven,ME55,,ME55
4170,20621,KN73,small_airport,Red Lion Airport,39.9042,-74.7495,54,US-NJ,Vincentown,KN73,,N73
4171,11019,42VA,small_airport,Virginia Beach Airport,36.6782,-76.033,15,US-VA,Virginia Beach,42VA,,42VA
4172,20196,KIWH,small_airport,Wabash Municipal Airport,40.762,-85.7988,796,US-IN,Wabash,KIWH,,IWH
4173,19233,KADC,small_airport,Wadena Municipal Airport,46.4503,-95.211,1369,US-MN,Wadena,KADC,,ADC
4174,13074,67NC,small_airport,Hightower Areo Plantation Airport,34.97,-80.0289,395,US-NC,Wadesboro,67NC,,67NC
4175,19253,KAGZ,small_airport,Wagner Municipal Airport,43.0633,-98.2962,1475,US-SD,Wagner,KAGZ,,AGZ
4176,20137,KI64,small_airport,Wakeman Airport,41.2931,-82.3707,848,US-OH,Wakeman,KI64,,I64
4177,18647,K33V,small_airport,Walden Jackson County Airport,40.7504,-106.271,8153,US-CO,Walden,K33V,,33V
4178,18251,PAIW,small_airport,Wales Airport,65.6226,-168.095,22,US-AK,Wales,PAIW,WAA,IWK
4179,26330,Y49,small_airport,Walker Municipal Airport,47.1583,-94.6461,1364,US-MN,Walker,Y49,,Y49
4180,24879,TE71,small_airport,Ghsa-Wallis Glideport Gliderport,29.6111,-96.0279,127,US-TX,Wallis,TE71,,TE71
4181,10698,3O5,small_airport,Walters Municipal Airport,34.3726,-98.4059,1058,US-OK,Walters,3O5,,3O5
4182,19084,K7V3,small_airport,Big Foot Airfield,42.5257,-88.653,951,US-WI,Walworth,K7V3,,7V3
4183,18721,K3M9,small_airport,Warren Municipal Airport,33.5604,-92.0854,235,US-AR,Warren,K3M9,,3M9
4184,10847,3VA3,small_airport,Flying Circus Aerodrome,38.5504,-77.7158,315,US-VA,Warrenton,3VA3,,3VA3
4185,14444,7VG0,small_airport,Warrenton Air Park,38.6557,-77.7872,442,US-VA,Warrenton,7VG0,,7VG0
4186,18654,K35S,small_airport,Wasco State Airport,45.5894,-120.674,1503,US-OR,Wasco,K35S,,35S
4187,18642,K33M,small_airport,Water Valley Municipal Airport,34.1668,-89.6862,270,US-MS,Water Valley,K33M,,33M
4188,10910,40C,small_airport,Watervliet Municipal Airport,42.2,-86.25,656,US-MI,Watervliet,40C,,40C
4189,20997,KS25,small_airport,Watford City Municipal Airport,47.7957,-103.254,2111,US-ND,Watford City,KS25,,S25
4190,23411,NY29,small_airport,Schuyler Airport,42.452,-76.9116,870,US-NY,Watkins Glen,NY29,,NY29
4191,7933,15FD,small_airport,Orange Hill Airport,30.6585,-85.5299,260,US-FL,Wausau,15FD,,15FD
4192,16512,C25,small_airport,Waverly Municipal Airport,42.742,-92.5079,992,US-IA,Waverly,C25,,C25
4193,19762,KEOP,small_airport,Pike County Airport,39.1669,-82.9282,660,US-OH,Waverly,KEOP,,EOP
4194,18379,K0M5,small_airport,Humphreys County Airport,36.1166,-87.7382,756,US-TN,Waverly,K0M5,,0M5
4195,20611,KN52,small_airport,Jaars Townsend Airport,34.8638,-80.748,602,US-NC,Waxhaw,,,N52
4196,17192,F78,small_airport,Horseshoe Bend Airport,32.5729,-97.8725,715,US-TX,Weatherford,F78,,F78
4197,16046,9WN2,small_airport,Voyager Village Airstrip,45.9666,-92.146,1020,US-WI,Webster,9WN2,,9WN2
4198,19720,KEBS,small_airport,Webster City Municipal Airport,42.4366,-93.8689,1122,US-IA,Webster City,KEBS,EBS,EBS
4199,22954,NE69,small_airport,Browns Airport,40.8675,-96.11,1183,US-NE,Weeping Water,NE69,EPG,NE69
4200,15015,8M2,small_airport,Sally Wofford Airport,35.5903,-90.9137,245,US-AR,Weiner,8M2,,8M2
4201,15521,97FL,small_airport,Love Field,28.9619,-81.8915,80,US-FL,Weirsdale,97FL,,97FL
4202,16020,9VG,small_airport,Campbell Field,37.4585,-75.8788,40,US-VA,Weirwood,9VG,,9VG
4203,17663,I25,small_airport,Welch Municipal Airport,37.4168,-81.529,2118,US-WV,Welch,I25,,I25
4204,11387,4CO2,small_airport,Owl Canyon Gliderport,40.8047,-104.985,5545,US-CO,Wellington,4CO2,,4CO2
4205,23370,NV72,small_airport,Sweetwater (USMC) Airport,38.5098,-119.217,6837,US-NV,Wellington,NV72,,NV72
4206,23377,NV97,small_airport,Desert Creek Airport,38.6842,-119.322,5358,US-NV,Wellington,NV97,,NV97
4207,13060,67D,small_airport,Reader-Botsford Airport,41.1626,-82.2027,864,US-OH,Wellington,67D,,67D
4208,9596,2N5,small_airport,Kampel Airport,40.0484,-76.978,610,US-PA,Wellsville,2N5,,2N5
4209,12882,62PA,small_airport,Shreveport North Airport,40.0362,-76.9955,550,US-PA,Wellsville,62PA,,62PA
4210,18861,K4X4,small_airport,Wessington Springs Airport,44.061,-98.5309,1546,US-SD,Wessington Springs,K4X4,,4X4
4211,9764,2T5,small_airport,Hahn Sky Ranch Airport,43.4664,-88.2909,1090,US-WI,West Bend,2T5,,2T5
4212,21418,KY31,small_airport,West Branch Community Airport,44.2448,-84.1798,882,US-MI,West Branch,KY31,,Y31
4213,18637,K31E,small_airport,Eagles Nest Airport,39.6654,-74.3079,35,US-NJ,West Creek,K31E,,31E
4214,21987,ME64,small_airport,Skydive Lebanon Airport,43.375,-70.9292,365,US-ME,West Lebanon,ME64,,ME64
4215,17309,FD38,small_airport,Wellington Aero Club Airport,26.6465,-80.2942,19,US-FL,West Palm Beach,FD38,,FD38
4216,19279,KAMT,small_airport,Alexander Salamon Airport,38.8515,-83.5663,896,US-OH,West Union,KAMT,,AMT
4217,9845,2W2,small_airport,Clearview Airpark,39.467,-77.0174,799,US-MD,Westminster,2W2,,2W2
4218,10976,41TS,small_airport,Flying T Ranch Airport,33.3784,-96.4483,705,US-TX,Westminster,41TS,,41TS
4219,25794,PAWM,small_airport,White Mountain Airport,64.6892,-163.413,267,US-AK,White Mountain,PAWM,WMO,WMO
4220,17876,PAWR,small_airport,Whittier Airport,60.7772,-148.722,30,US-AK,Whittier,PAWR,,IEM
4221,13688,71K,small_airport,Westport Airport,37.6475,-97.3845,1290,US-KS,Wichita,71K,,71K
4222,13724,72K,small_airport,Westport Auxiliary Airport,37.6042,-97.3589,1270,US-KS,Wichita,72K,,72K
4223,20246,KK32,small_airport,Riverside Airport,37.7481,-97.4067,1335,US-KS,Wichita,KK32,,K32
4224,18624,K2S8,small_airport,Wilbur Airport,47.7542,-118.743,2182,US-WA,Wilbur,K2S8,,2S8
4225,16824,CN12,small_airport,Williams Gliderport,39.1635,-122.132,68,US-CA,Williams,CN12,,CN12
4226,10709,3OH7,small_airport,Creager Airport,39.0301,-84.0466,895,US-OH,Williamsburg,,,
4227,18821,K4I0,small_airport,Mingo County Airport,37.6876,-82.261,1575,US-WV,Williamson,4I0,,4I0
4228,14725,86MI,small_airport,Downwind Acres Airport,42.1528,-83.5674,683,US-MI,Willis,86MI,,86MI
4229,18473,K1H5,small_airport,Willow Springs Memorial Airport,36.9896,-91.9541,1247,US-MO,Willow Springs,K1H5,,1H5
4230,8550,1NK6,small_airport,Catalano Airfield,44.4237,-73.7496,840,US-NY,Wilmington,1NK6,,1NK6
4231,10820,3TS1,small_airport,White Wings Airport,30.0114,-98.0405,1083,US-TX,Wimberley,3TS1,,3TS1
4232,20975,KRWN,small_airport,Arens Field,41.0923,-86.6129,711,US-IN,Winamac,KRWN,,RWN
4233,15953,9S7,small_airport,Winifred Airport,47.5516,-109.378,3311,US-MT,Winifred,9S7,,9S7
4234,21173,KT90,small_airport,Chambers County Winnie Stowell Airport,29.8041,-94.431,25,US-TX,Winnie/Stowell,KT90,,T90
4235,19839,KF89,small_airport,Winnsboro Municipal Airport,32.153,-91.6985,76,US-LA,Winnsboro,KF89,,F89
4236,19036,K77F,small_airport,Winters Municipal Airport,31.9472,-99.9858,1871,US-TX,Winters,K77F,,77F
4237,14378,7S4,small_airport,Wisdom Airport,45.5916,-113.459,6133,US-MT,Wisdom,7S4,,7S4
4238,20362,KLNP,small_airport,Lonesome Pine Airport,36.9875,-82.53,2684,US-VA,Wise,KLNP,LNP,LNP
4239,18497,KOBI,small_airport,Woodbine Municipal Airport,39.2192,-74.7948,42,US-NJ,Woodbine,KOBI,,OBI
4240,23667,OI08,small_airport,Davies Air Field,40.7389,-81.8717,1200,US-OH,Wooster,OI08,,OI08
4241,18629,K2V5,small_airport,Wray Municipal Airport,40.1003,-102.241,3667,US-CO,Wray,K2V5,,2V5
4242,17058,PACY,small_airport,Yakataga Airport,60.081,-142.4945,12,US-AK,Yakataga,PACY,CYT,0AA1
4243,17065,D20,small_airport,Yale Airport,43.1125,-82.7874,814,US-MI,Yale,D20,,D20
4244,23856,OR05,small_airport,Flying M Airport,45.3621,-123.356,448,US-OR,Yamhill,OR05,,OR05
4245,14981,8K5,small_airport,Yates Center Airport,37.853,-95.7473,1140,US-KS,Yates Center,8K5,,8K5
4246,21169,KT85,small_airport,Yoakum Municipal Airport,29.3132,-97.1384,365,US-TX,Yoakum,KT85,,T85
4247,18630,K2V6,small_airport,Yuma Municipal Airport,40.1042,-102.713,4136,US-CO,Yuma,2V6,,2V6
4248,21439,KZ98,small_airport,Ottawa Executive Airport,42.8172,-85.9281,740,US-MI,Zeeland,KZ98,,Z98
4249,13131,68WA,small_airport,Mc Mahon Field,46.3937,-120.222,850,US-WA,Zillah,68WA,,68WA
4250,21443,KZUN,small_airport,Black Rock Airport,35.0832,-108.792,6454,US-NM,Zuni Pueblo,KZUN,,ZUN
4251,20274,KKI,seaplane_base,Akiachak Seaplane Base,60.9079,-161.435,0,US-AK,Akiachak,KKI,,KKI
4252,9843,2VT2,seaplane_base,Northern Lights Seaplane Base,44.8728,-73.2817,95,US-VT,Alburg,2VT2,,2VT2
4253,10402,3C3,seaplane_base,Campbell Lake Seaplane Base,61.1331,-149.942,20,US-AK,Anchorage,,,3C3
4254,18755,K40,seaplane_base,Anvik Seaplane Base,62.6562,-160.205,52,US-AK,Anvik,K40,,K40
4255,17243,FA53,heliport,Eagles Nest Heliport,28.0439,-81.8486,125,US-FL,Auburndale,FA53,,FA53
4256,16502,BNF,seaplane_base,Baranof Warm Springs Float and Seaplane Base,57.0888,-134.8331,0,US-AK,Baranof,,BNF,BNF
4257,26358,Z59,seaplane_base,Bethel Seaplane Base,60.782,-161.743,15,US-AK,Bethel,Z59,JBT,Z59
4258,9283,2A4,seaplane_base,Vor Lake Waterlane Seaplane Base,66.8993,-151.472,631,US-AK,Bettles,2A4,,2A4
4259,9638,2NK0,seaplane_base,Northwest Waterbird Seaplane Base,43.5934,-73.6251,320,US-NY,Bolten Landing,2NK0,,2NK0
4260,10927,40NC,heliport,Heavenly Flights Heliport,36.1803,-81.5239,2474,US-NC,Boone,40NC,,40NC
4261,26359,Z71,seaplane_base,Cape Pole Seaplane Base,55.9663,-133.797,0,US-AK,Cape Pole,Z71,CZP,Z71
4262,17057,CYM,seaplane_base,Chatham Seaplane Base,57.5149,-134.946,0,US-AK,Chatham,CYM,CYM,CYM
4263,26360,Z78,seaplane_base,Chignik Bay Seaplane Base,56.2956,-158.401,,US-AK,Chignik,Z78,KBW,Z78
4264,14037,7A7,heliport,Mosby Army Heliport,34.6264,-84.1064,1748,US-GA,Dahlonega,7A7,,7A7
4265,15060,8NA7,heliport,Camp Grafton Heliport,48.0625,-98.9293,1469,US-ND,Devils Lake,8NA7,,8NA7
4266,7648,0Z3,seaplane_base,Shannons Pond Seaplane Base,59.059,-158.577,80,US-AK,Dillingham,0Z3,,0Z3
4267,15799,9M0,seaplane_base,North Country Seaplane Base,47.0149,-92.1682,1370,US-MN,Duluth,9M0,,9M0
4268,8775,1Z9,seaplane_base,Ellamar Seaplane Base,60.8938,-146.704,0,US-AK,Ellamar,,ELW,1Z9
4269,17184,EXI,seaplane_base,Excursion Inlet Seaplane Base,58.4205,-135.449,0,US-AK,Excursion Inlet,,EXI,EXI
4270,16514,C39,seaplane_base,Folsom Lake Seaplane Base,38.7072,-121.133,466,US-CA,Folsom,C39,,C39
4271,25579,W33,seaplane_base,Friday Harbor Seaplane Base,48.5373,-123.01,,US-WA,Friday Harbor,W33,FBS,W33
4272,17468,PANR,seaplane_base,Funter Bay Seaplane Base,58.2544,-134.898,0,US-AK,Funter Bay,PANR,FNR,FNR
4273,11904,52B,seaplane_base,Greenville Seaplane Base,45.4612,-69.5978,1028,US-ME,Greenville,52B,,52B
4274,17318,FD47,heliport,Gulf Breeze Hospital Heliport,30.3594,-87.1589,14,US-FL,Gulf Breeze,FD47,,FD47
4275,10906,3Z9,seaplane_base,Haines Seaplane Base,59.235,-135.441,,US-AK,Haines,3Z9,,3Z9
4276,23321,NV10,heliport,Car Country Heliport,35.988,-114.926,2300,US-NV,Henderson,NV10,,NV10
4277,17659,HYL,seaplane_base,Hollis Clark Bay Seaplane Base,55.4816,-132.646,0,US-AK,Hollis,HYL,HYL,HYL
4278,23849,OOH,seaplane_base,Hoonah Seaplane Base,58.1122,-135.452,,US-AK,Hoonah,OOH,,OOH
4279,17658,PAHY,seaplane_base,Hydaburg Seaplane Base,55.2063,-132.828,,US-AK,Hydaburg,PAHY,HYG,HYG
4280,19240,KAE,seaplane_base,Kake Seaplane Base,56.973,-133.946,0,US-AK,Kake,KAE,KAE,KAE
4281,20276,KKL,seaplane_base,Karluk Lake Seaplane Base,57.367,-154.028,368,US-AK,Karluk Lake,KKL,KKL,KKL
4282,21408,KXA,seaplane_base,Kasaan Seaplane Base,55.5374,-132.398,,US-AK,Kasaan,KXA,KXA,KXA
4283,12764,5Z9,seaplane_base,Lake Brooks Seaplane Base,58.5548,-155.777,36,US-AK,Katmai National Park,5Z9,BKF,5Z9
4284,9738,2R3,seaplane_base,Island Lake Seaplane Base,60.7044,-151.311,140,US-AK,Kenai,2R3,,2R3
4285,16067,9Z3,seaplane_base,Kodiak /Lilly Lake/ Seaplane Base,57.8026,-152.383,130,US-AK,Kodiak,9Z3,,9Z3
4286,24693,T44,seaplane_base,Trident Basin Seaplane Base,57.7808,-152.391,,US-AK,Kodiak,T44,,T44
4287,26157,XA22,heliport,Laredo Medical Center Heliport,27.5357,-99.4774,466,US-TX,Laredo,XA22,,XA22
4288,16289,ALZ,seaplane_base,Alitak Seaplane Base,56.8995,-154.248,,US-AK,Lazy Bay,,ALZ,ALZ
4289,15269,8Y4,seaplane_base,Surfside Seaplane Base,45.15,-93.1169,880,US-MN,Lino Lakes,8Y4,,8Y4
4290,7033,09KY,heliport,Baptist Hospital East Heliport,38.239,-85.6394,531,US-KY,Louisville,09KY,,09KY
4291,10992,42FL,seaplane_base,Plantation Key Seaplane Base,24.9712,-80.5956,,US-FL,Marathon,42FL,,42FL
4292,11945,52Z,seaplane_base,Summit Lake Seaplane Base,60.6411,-149.497,1300,US-AK,Moose Pass,52Z,,52Z
4293,17157,E20,seaplane_base,Lake Berryessa Seaplane Base,38.5916,-122.259,440,US-CA,Napa,E20,,E20
4294,22992,NH37,heliport,Southern Nh Medical Center Heliport,42.7558,-71.462,96,US-NH,Nashua,NH37,,NH37
4295,25420,VA88,heliport,Sentara Norfolk General Hospital Heliport,36.8613,-76.3036,10,US-VA,Norfolk,VA88,,VA88
4296,16423,AZ35,heliport,Grand Canyon West-2 Heliport,36.048,-113.858,1220,US-AZ,Peach Springs,AZ35,,AZ35
4297,16424,AZ36,heliport,Grand Canyon West-1 Heliport,36.0261,-113.828,4790,US-AZ,Peach Springs,AZ36,,AZ36
4298,15693,9FD1,heliport,Sacred Heart Hospital Heliport,30.476,-87.2119,134,US-FL,Pensacola,9FD1,,9FD1
4299,17394,FL24,heliport,West Florida Regional Medical Center Heliport,30.5002,-87.25,100,US-FL,Pensacola,FL24,,FL24
4300,17452,FL85,heliport,Baptist Hospital Heliport,30.4294,-87.2311,115,US-FL,Pensacola,FL85,,FL85
4301,20806,KPB,seaplane_base,Point Baker Seaplane Base,56.3519,-133.623,0,US-AK,Point Baker,KPB,KPB,KPB
4302,7994,16K,seaplane_base,Port Alice Seaplane Base,55.803,-133.597,0,US-AK,Port Alice,16K,PTC,16K
4303,20898,KPY,seaplane_base,Port Bailey Seaplane Base,57.9301,-153.041,0,US-AK,Port Bailey,KPY,KPY,KPY
4304,20864,KPR,seaplane_base,Port Williams Seaplane Base,58.4901,-152.582,0,US-AK,Port Williams,KPR,KPR,KPR
4305,21745,M57,seaplane_base,Rangeley Lake Seaplane Base,44.9533,-70.6631,1518,US-ME,Rangeley,M57,,M57
4306,25581,W36,seaplane_base,Will Rogers Wiley Post Memorial Seaplane Base,47.4998,-122.219,14,US-WA,Renton,W36,,W36
4307,25583,W39,seaplane_base,Roche Harbor Seaplane Base,48.6082,-123.16,,US-WA,Roche Harbor,W39,,W39
4308,16074,A23,seaplane_base,Saginaw Seaplane Base,56.8863,-134.158,0,US-AK,Saginaw Bay,A23,SGW,A23
4309,25649,WA55,heliport,Elliott Park Heliport,47.6198,-122.361,100,US-WA,Seattle,WA55,,WA55
4310,16076,A27,seaplane_base,Seldovia Seaplane Base,59.4341,-151.708,0,US-AK,Seldovia,A27,,A27
4311,14170,7K2,seaplane_base,Skagway Seaplane Base,59.4469,-135.323,,US-AK,Skagway,7K2,,7K2
4312,21460,L85,seaplane_base,Mackeys Lakes Seaplane Base,60.5336,-150.996,175,US-AK,Soldotna,L85,,L85
4313,25979,WSB,seaplane_base,Steamboat Bay Seaplane Base,55.5296,-133.642,,US-AK,Steamboat Bay,WSB,WSB,WSB
4314,6919,07CA,heliport,West Side Hospital Heliport,35.1389,-119.451,850,US-CA,Taft,07CA,,07CA
4315,24911,TKE,seaplane_base,Tenakee Seaplane Base,57.7797,-135.218,0,US-AK,Tenakee Springs,TKE,TKE,TKE
4316,21179,KTB,seaplane_base,Thorne Bay Seaplane Base,55.688,-132.537,0,US-AK,Thorne Bay,KTB,KTB,KTB
4317,16149,AK56,seaplane_base,Tikchik Lodge Seaplane Base,59.9632,-158.477,304,US-AK,Tikchik,AK56,KTH,AK56
4318,12114,57A,seaplane_base,Tokeen Seaplane Base,55.9371,-133.327,,US-AK,Tokeen,57A,TKI,57A
4319,16406,AZ18,heliport,Madison Aviation Heliport,35.975,-112.131,6600,US-AZ,Tusayan,AZ18,,AZ18
4320,16155,AK62,seaplane_base,Naukati Bay Seaplane Base,55.8496,-133.228,,US-AK,Tuxekan Island,AK62,NKI,AK62
4321,17628,HI07,heliport,Waikoloa Heliport,19.9205,-155.8607,119,US-HI,Waikoloa Village,HI07,WKL,HI07
4322,12115,57AK,seaplane_base,Lost Lake SPB Seaplane Base,61.335,-149.997,120,US-AK,Wasilla,57AK,,57AK
4323,12446,5L6,seaplane_base,Wasilla Lake Seaplane Base,61.5864,-149.408,330,US-AK,Wasilla,5L6,,5L6
4324,12853,62AK,seaplane_base,Wallis Lake Seaplane Base,61.5729,-149.575,320,US-AK,Wasilla,62AK,,62AK
4325,24697,T66,seaplane_base,Visnaw Lake Seaplane Base,61.619,-149.679,300,US-AK,Wasilla,T66,,T66
4326,21373,KWF,seaplane_base,Waterfall Seaplane Base,55.2963,-133.243,,US-AK,Waterfall,KWF,KWF,KWF
4327,9901,2Y3,seaplane_base,Yakutat Seaplane Base,59.5625,-139.741,,US-AK,Yakutat,2Y3,,2Y3
4328,29882,KAYE,closed,Ft Devens Moore Army Air Field,42.57,-71.6028,269,US-MA,,KAYE,AYE,
4329,30431,KNZW,closed,South Weymouth Naval Air Station,42.1486,-70.9394,157,US-MA,,KNZW,,NZW
4330,30256,KPCU,closed,Picayune Airport,30.5225,-89.7069,59,US-MS,,KPCU,,PCU
4331,30105,KMLK,closed,Malta Airport,48.3494,-107.886,2280,US-MT,,KMLK,,
4332,30007,KGVW,closed,Richards-Gebaur Air Force Base,38.8442,-94.56,1093,US-MO,Belton,KGVW,GVW,
4333,38690,US-BPA,closed,Grumman Bethpage Airport,40.7494,-73.496,115,US-NY,Bethpage,,BPA,
4334,17185,F04,closed,Saginaw Airport,32.8626,-97.3781,770,US-TX,Fort Worth,,,
4335,29962,KSPX,closed,Houston Gulf Airport,29.5083,-95.0514,20,US-TX,Houston,KSPX,SPX,SPX
4336,28132,KCWN,closed,White Mountain Airport,44.02,-71.11,334,US-NH,North Conway,KCWN,,
4337,30254,KPTG,closed,Lee County Airport,36.7461,-83.0372,1860,US-VA,Pennington Gap,KPTG,,
4338,301865,US-0201,small_airport,Cape Simpson,71.058,-154.7365,,US-AK,,,,A40
4339,313159,US-0253,small_airport,Collensville/twincreek,62.3394,-151.4754,,US-AK,,,,
4340,46094,US-0164,closed,Fisher's Landing Resort Airstrip,32.9743,-114.4553,,US-AZ,,,,
4341,46474,US-0099,closed,Lake Havasu City Airport,34.4573,-114.3641,,US-AZ,,,,HSU
4342,45097,US-0058,small_airport,Avery Ranch Airstrip,41.6294,-122.4114,2620,US-CA,,,,
4343,313742,US-0258,small_airport,Austin Executive Airport,30.3975,-97.5664,,US-TX,,,,
4344,313864,US-0265,small_airport,Tiki Island,29.4514,-94.6564,1,US-TX,,,,
4345,324678,US-0610,closed,Erase Me 13,0.4,0.0,,US-U-A,,,,
4346,301236,79WT,small_airport,Ellensburg (Rotor Ranch) Airport,47.0914,-120.5898,1962,US-WA,,79WT,,
4347,321858,US-0355,small_airport,Reapers Field,35.3275,-91.804,270,US-AR,Albion,,,REAPERS
4348,299322,US-0133,closed,Amchitka Army Airfield,51.3778,179.2592,215,US-AK,Amchitka Island,,AHT,
4349,321841,US-0348,small_airport,Aubry Field,34.7197,-90.8916,180,US-AR,Aubrey,,,AUBRY
4350,321842,US-0349,small_airport,Aubry Field2,34.7147,-90.9146,180,US-AR,Aubrey,,,AUBRY2
4351,321963,US-0374,small_airport,Lesters Field,35.2773,-91.3411,,US-AR,Augusta,,,LESTER
4352,322376,OVER,small_airport,Overturf Field,34.9977,-91.9781,,US-AR,Austin,OVER,,OVERTF
4353,321830,US-0341,small_airport,FFS Field,35.2844,-91.536,210,US-AR,Bald Knob,,,FFS
4354,321848,US-0351,small_airport,Collisons Field,35.3209,-91.5127,220,US-AR,Bald Knob,,,COLLISO
4355,321829,US-0340,small_airport,Freps Airport,35.2981,-91.5825,215,US-AR,"Bald Knob, AR",,,FRP
4356,321831,US-0342,small_airport,Jps Field,35.2954,-91.5782,210,US-AR,"Bald Knob, AR",,,JPS
4357,322364,HOPA,small_airport,Hoppe Airspray,42.257,-92.8355,,US-IA,Beaman,HOPA,HOP,HOPA
4358,322375,BONI,small_airport,Bonita,32.8944,-91.7114,,US-LA,Bonita,BONI,,
4359,322356,BOBS,small_airport,Bobs,35.3915,-91.4437,,US-AR,Bradford,BOBS,,
4360,322380,GOAD,small_airport,Goads field,35.4142,-91.4025,,US-AR,Bradford,GOAD,,
4361,322326,BUTL,small_airport,Butlerville Field,34.9697,-91.8312,,US-AR,Butlerville,BUTL,,
4362,321837,US-0345,small_airport,Cash field,35.8001,-91.0304,250,US-AR,Cash,,,CASH
4363,308893,KRZR,small_airport,Cleveland Regional Jetport,35.2115,-84.7998,860,US-TN,Cleveland,KRZR,,RZR
4364,321833,US-0343,small_airport,Tuckers Field,35.6406,-91.8659,1020,US-AR,Concord,,,TUCK
4365,318199,KCXW,small_airport,Cantrell Field Airport,35.0199,-92.5551,276,US-AR,Conway,KCXW,,CXW
4366,321955,US-0372,small_airport,Stans Field,34.9897,-91.2572,,US-AR,Cotton Plant,,,STANS
4367,302474,KDWF,closed,Wright Field,39.78,-84.1044,800,US-OH,Dayton,KDWF,DWF,DWF
4368,321951,US-0371,small_airport,Bells Field,34.9802,-91.546,,US-AR,Des Arc,,,BELLS
4369,322378,US-0466,small_airport,Schroeder's field,35.0717,-91.7388,,US-AR,Dogwood,SCHR,,
4370,45888,74WT,small_airport,Blowout Bench Airport,47.111,-120.7107,2065,US-WA,Ellensburg,74WT,,74WT
4371,321854,US-0352,small_airport,Enlgand ag strip,34.5444,-91.9797,230,US-AR,"England, AR",,,5MZ
4372,46307,FHB,small_airport,Fernandina Beach Muni Airport,30.6118,-81.4612,16,US-FL,Fernandina Beach,FHB,,FHB
4373,322332,RSCO,small_airport,Scotts Field,36.0143,-90.8002,,US-AR,Fontaine,RSCO,,
4374,307427,KGSW,closed,Greater Southwest International Airport-Amon Carter Field,32.8308,-97.0492,568,US-TX,Fort Worth,KGSW,GSW,GSW
4375,321838,US-0346,small_airport,Barbers Lake Field,35.1607,-91.533,200,US-AR,Georgetown,,,BARBERL
