STUDYNO	EDITION	PART	IDNO	FIPS_ST	FIPS_CTY	CPOPARST	CPOPCRIM	AG_ARRST	AG_OFF	COVIND	VIOL	PROPERTY	MURDER	RAPE	ROBBERY	AGASSLT	BURGLRY	LARCENY	MVTHEFT	ARSON
9999	2	4	34	1	67	17380	17385	4	5	99.2206	48	256	2	2	4	40	73	169	14	3
9999	2	4	35	1	69	102939	102036	9	9	97.657	450	3534	3	32	114	301	860	2493	182	2
9999	2	4	36	1	71	53483	52733	9	8	99.0148	130	1276	1	5	6	118	377	816	84	4
9999	2	4	37	1	73	686578	658810	28	28	100	4855	34701	86	304	1555	2910	11598	20701	2402	170
9999	2	4	38	1	75	14634	14634	4	4	95.7986	7	106	0	2	2	3	30	72	4	1
9999	2	4	39	1	77	93155	93155	8	8	99.8579	116	1961	1	15	31	69	512	1386	62	8
9999	2	4	40	1	79	34504	34504	6	6	98.2343	78	644	0	5	5	68	218	376	49	10
9999	2	4	41	1	81	136674	140922	3	5	100	296	4587	3	32	94	167	1054	3400	133	8
9999	2	4	42	1	83	78098	83180	3	6	100	87	1153	1	7	25	54	248	847	58	2
9999	2	4	43	1	85	11353	11353	5	4	90.8923	55	366	1	1	8	44	173	171	23	100
9999	2	4	44	1	87	21630	21555	4	4	100	91	668	2	2	16	71	330	297	41	5
9999	2	4	45	1	89	341420	336422	11	9	99.5516	1829	12238	16	88	450	1275	3557	7767	913	42
9999	2	4	46	1	91	21128	20997	4	3	100	76	629	0	9	9	58	173	432	24	3
9999	2	4	47	1	93	31650	30924	7	8	99.7103	74	660	1	5	3	65	182	424	54	10
9999	2	4	48	1	95	94602	93467	8	8	100	234	3738	1	27	19	187	1046	2495	197	16
9999	2	4	49	1	97	414980	414980	12	12	100	2524	19948	47	87	894	1496	6149	12518	1281	104
9999	2	4	50	1	99	23179	21864	5	4	99.5396	129	609	2	9	8	110	138	443	28	4
9999	2	4	51	1	101	230467	230467	10	4	100	788	11402	34	39	364	351	3133	7395	874	31
9999	2	4	52	1	103	120149	120065	8	8	99.6081	264	3309	3	32	63	166	1246	1841	222	13
9999	2	4	53	1	105	10642	3704	3	1	100	0	0	0	0	0	0	0	0	0	1
9999	2	4	54	1	107	19841	19230	7	6	97.835	42	170	1	4	1	35	57	100	13	1
9999	2	4	55	1	109	33057	33057	4	4	100	151	1081	1	8	31	111	272	761	48	2
9999	2	4	56	1	111	23023	23023	4	4	99.1802	76	572	0	7	5	64	170	368	34	1
9999	2	4	57	1	113	57375	52646	3	2	100	215	2439	6	22	36	151	700	1523	216	0
9999	2	4	58	1	115	81704	83995	11	13	100	177	1995	3	24	16	134	522	1369	104	8
9999	2	4	59	1	117	173451	195334	10	13	99.506	298	3868	5	35	57	200	848	2806	213	7
9999	2	4	60	1	119	13829	13636	6	5	98.9366	44	272	0	2	12	30	94	161	17	2
9999	2	4	61	1	121	78516	82687	5	6	99.4759	259	3573	8	26	36	189	1055	2318	200	6
9999	2	4	62	1	123	40099	40769	7	6	97.8942	190	1158	1	15	15	159	358	746	54	1
9999	2	4	63	1	125	194819	195593	6	8	100	836	7254	8	56	250	522	1997	4864	393	28
9999	2	4	64	1	127	67362	25327	9	8	97.6237	144	1579	1	9	33	101	318	1166	95	13
9999	2	4	65	1	129	17666	17666	4	4	99.2231	43	235	1	0	4	38	59	154	23	2
9999	2	4	66	1	131	11726	11726	3	3	68.4334	34	92	1	2	3	27	40	52	0	0
9999	2	4	67	1	133	24650	24602	6	6	99.5515	33	468	0	1	3	29	133	313	22	2
9999	2	4	68	1	777	0	0	1	1	100	25	285	0	0	3	22	46	228	11	0
9999	2	4	69	2	13	993	0	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	4	70	2	16	4940	4940	2	2	97.5354	17	101	0	0	0	17	19	71	10	1
9999	2	4	71	2	20	296955	296955	3	3	100	2393	9648	12	284	467	1630	1083	7939	626	126
9999	2	4	72	2	50	6187	6187	1	1	100	63	105	1	14	3	45	35	39	31	2
9999	2	4	73	2	60	1015	1015	1	1	100	2	27	0	0	0	2	1	15	11	0
9999	2	4	74	2	70	3201	2370	2	1	100	41	61	0	14	2	25	8	35	18	0
9999	2	4	75	2	90	34243	34243	4	4	100	192	1396	2	17	36	137	143	1170	83	7
9999	2	4	76	2	100	1743	1743	1	1	100	14	27	0	0	0	14	2	24	1	1
9999	2	4	77	2	110	31825	31825	1	1	100	159	1225	0	14	25	120	111	1075	39	18
9999	2	4	78	2	122	19551	19292	5	4	100	73	706	0	4	2	67	79	604	23	1
9999	2	4	79	2	130	8192	8192	1	1	100	28	440	0	7	2	19	36	386	18	2
9999	2	4	80	2	150	6238	6238	1	1	100	92	250	0	4	2	86	33	192	25	4
9999	2	4	81	2	164	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	4	82	2	170	14010	14010	2	2	100	61	620	1	5	4	51	78	517	25	2
9999	2	4	83	2	180	3661	3661	1	1	100	34	48	1	4	0	29	16	23	9	1
9999	2	4	84	2	185	9596	9596	1	1	100	94	116	0	13	1	80	31	64	21	0
9999	2	4	85	2	188	3257	3257	1	1	100	53	165	1	19	3	30	37	78	50	7
9999	2	4	86	2	201	1990	1222	2	1	100	4	41	0	0	1	3	10	26	5	0
9999	2	4	87	2	220	9037	9037	1	1	100	16	199	0	1	3	12	28	167	4	1
9999	2	4	88	2	232	1709	936	2	1	100	2	20	0	0	0	2	4	13	3	0
9999	2	4	89	2	240	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	4	90	2	261	6548	6324	3	2	100	22	119	0	0	0	22	11	97	11	0
9999	2	4	91	2	270	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	4	92	2	280	5978	5411	3	2	100	16	162	0	0	0	16	11	144	7	0
9999	2	4	93	2	282	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	4	94	2	290	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	4	95	2	777	0	0	1	1	100	1	0	0	0	0	1	0	0	0	0
9999	2	4	96	2	999	251849	251849	1	1	100	1015	3488	12	34	25	944	1068	2063	357	49
9999	2	4	97	4	1	72530	69001	4	3	100	63	384	1	1	2	59	163	206	15	20
9999	2	4	98	4	3	133205	128028	8	7	100	823	3227	6	37	33	747	638	2400	189	36
9999	2	4	99	4	5	133442	136324	6	7	100	567	4586	5	69	57	436	528	3942	116	60
9999	2	4	100	4	7	54356	53327	5	4	100	153	1150	1	11	15	126	283	796	71	9
9999	2	4	101	4	9	37747	28046	4	3	100	262	417	0	0	1	261	143	256	18	10
9999	2	4	102	4	11	8556	3358	2	1	100	11	23	0	0	1	10	10	11	2	0
9999	2	4	103	4	12	20779	17652	3	2	87.677	60	455	0	4	0	56	113	318	24	2
9999	2	4	104	4	13	3870864	3871155	18	19	100	15072	144170	185	1046	5200	8640	34993	96565	12613	702
9999	2	4	105	4	15	203020	203020	5	5	100	412	6464	12	45	57	298	1653	4470	341	25
9999	2	4	106	4	17	108970	108970	6	6	100	392	2328	6	17	20	349	730	1515	83	19
9999	2	4	107	4	19	994140	994140	9	9	100	4310	23936	74	282	1405	2548	8388	11768	3780	286
9999	2	4	108	4	21	381388	378213	11	10	99.6078	834	10106	15	72	125	621	2340	6972	794	59
9999	2	4	109	4	23	48091	47165	3	2	100	69	887	4	3	5	57	214	564	109	9
9999	2	4	110	4	25	216895	214020	10	11	100	750	4537	17	34	29	670	1101	3233	203	40
9999	2	4	111	4	27	198522	172656	6	4	100	571	3870	13	36	79	442	1029	2565	276	30
9999	2	4	112	4	777	0	0	23	23	100	2380	5246	50	729	86	1515	1795	2465	986	438
9999	2	4	113	5	1	19163	19163	3	3	100	53	703	0	5	6	42	247	421	35	3
9999	2	4	114	5	3	22018	22018	3	3	100	43	553	1	6	5	31	216	318	19	9
9999	2	4	115	5	5	41827	41827	5	5	98.4428	40	1229	2	4	0	34	150	1032	47	0
9999	2	4	116	5	7	216914	222499	16	16	99.8808	603	4784	2	111	21	468	1188	3458	138	18
9999	2	4	117	5	9	37182	36394	3	2	100	81	998	2	16	1	62	303	623	72	6
9999	2	4	118	5	11	11595	10759	3	2	100	25	214	1	2	5	17	122	84	8	1
9999	2	4	119	5	13	5409	5409	2	2	62.3313	6	42	0	0	0	6	17	22	3	1
9999	2	4	120	5	15	27654	27654	4	4	100	64	683	1	13	0	50	180	477	26	8
9999	2	4	121	5	17	11889	11889	4	4	83.8268	49	147	1	0	1	47	49	97	1	0
9999	2	4	122	5	19	23169	23169	5	5	100	89	675	0	7	8	74	182	463	30	1
9999	2	4	123	5	21	16205	16205	3	3	96.5001	14	222	0	2	0	12	101	113	9	0
9999	2	4	124	5	23	26012	26166	4	5	99.428	55	890	1	9	1	44	383	449	58	5
9999	2	4	125	5	25	8755	8755	2	2	100	5	130	0	0	0	5	74	47	9	0
9999	2	4	126	5	27	24738	24738	3	3	100	95	669	0	5	9	81	260	377	32	6
9999	2	4	127	5	29	21434	21434	3	3	100	46	811	2	3	6	35	127	654	30	8
9999	2	4	128	5	31	97173	93737	8	6	100	364	3896	2	47	85	230	1466	2308	122	18
9999	2	4	129	5	33	62417	62417	4	4	100	234	1306	1	29	8	196	371	877	58	2
9999	2	4	130	5	35	51287	51287	4	4	100	886	3694	7	53	141	685	1712	1821	161	20
9999	2	4	131	5	37	18005	18005	3	3	98.4546	48	396	0	11	5	32	150	238	8	3
9999	2	4	132	5	39	8177	8177	2	2	100	21	181	0	1	1	19	67	107	7	6
9999	2	4	133	5	41	13106	9362	4	3	100	66	267	2	1	4	59	93	166	8	0
9999	2	4	134	5	43	18649	18649	3	3	100	81	630	2	11	10	58	189	409	32	2
9999	2	4	135	5	45	114064	114094	7	8	100	316	3963	4	33	83	196	803	2969	191	12
9999	2	4	136	5	47	18262	18262	3	3	100	69	339	0	11	1	57	111	211	17	6
9999	2	4	137	5	49	11377	12338	3	7	91.9963	23	272	0	2	1	21	116	147	10	7
9999	2	4	138	5	51	96750	96750	2	2	100	476	5001	3	31	59	383	1576	3141	284	4
9999	2	4	139	5	53	17988	17988	2	2	100	29	319	0	7	0	22	122	185	12	1
9999	2	4	140	5	55	42408	42408	3	3	99.7801	162	2160	1	17	8	136	681	1381	98	10
9999	2	4	141	5	57	22780	22780	2	2	100	143	838	0	11	12	120	238	544	56	11
9999	2	4	142	5	59	33172	10396	3	1	100	28	235	1	2	2	23	79	145	11	2
9999	2	4	143	5	61	13893	13893	4	4	95.205	30	305	0	10	0	20	105	197	3	1
9999	2	4	144	5	63	36761	36924	1	2	100	137	1582	0	11	12	114	700	785	97	14
9999	2	4	145	5	65	13825	13800	2	2	100	6	212	0	3	0	3	82	130	0	1
9999	2	4	146	5	67	18133	18133	5	5	99.6305	47	722	1	2	11	33	214	480	28	6
9999	2	4	147	5	69	78021	77030	6	5	100	756	4746	14	46	161	535	1847	2513	386	54
9999	2	4	148	5	71	25733	25733	2	2	100	44	665	0	9	1	34	263	393	9	8
9999	2	4	149	5	73	7703	7703	3	3	100	9	128	0	0	0	9	36	92	0	0
9999	2	4	150	5	75	17547	17547	4	4	96.3299	30	239	0	4	0	26	91	147	1	3
9999	2	4	151	5	77	10503	10503	2	2	100	11	208	2	2	1	6	81	121	6	0
9999	2	4	152	5	79	14241	13398	3	2	100	7	119	1	2	1	3	66	49	4	3
9999	2	4	153	5	81	13271	13271	2	2	100	23	281	0	4	2	17	68	207	6	5
9999	2	4	154	5	83	22522	22522	3	3	100	58	625	0	12	3	43	241	344	40	5
9999	2	4	155	5	85	68873	66027	7	6	100	213	2196	4	18	10	181	950	1126	120	8
9999	2	4	156	5	87	15836	13472	2	1	100	21	123	0	5	0	16	49	57	17	0
9999	2	4	157	5	89	16779	16779	3	3	100	51	316	0	3	1	47	110	203	3	6
9999	2	4	158	5	91	43791	43791	2	2	100	259	2552	1	14	36	208	609	1785	158	6
9999	2	4	159	5	93	46832	46832	8	8	99.7888	365	2484	8	26	84	247	991	1391	102	18
9999	2	4	160	5	95	8211	8211	3	3	60.8817	21	255	0	2	4	15	77	172	6	1
9999	2	4	161	5	97	9517	9559	1	2	100	4	19	0	0	0	4	7	12	0	0
9999	2	4	162	5	99	9065	9065	2	2	100	21	240	1	5	1	14	96	131	13	2
9999	2	4	163	5	101	8393	8393	1	1	100	10	79	0	2	0	8	25	51	3	1
9999	2	4	164	5	103	26318	26318	4	4	100	83	664	1	2	12	68	213	437	14	3
9999	2	4	165	5	105	10524	10524	2	2	100	21	201	0	1	0	20	45	139	17	0
9999	2	4	166	5	107	21922	13570	3	2	94.1292	195	945	6	9	29	151	499	412	34	13
9999	2	4	167	5	109	11418	11376	3	3	100	25	75	3	5	0	17	28	43	4	2
9999	2	4	168	5	111	24769	24769	6	6	97.9639	91	807	2	11	8	69	257	536	14	7
9999	2	4	169	5	113	20818	20818	2	2	100	62	481	0	9	1	52	181	285	15	15
9999	2	4	170	5	115	62221	62221	6	6	100	183	1782	0	25	19	139	492	1171	119	6
9999	2	4	171	5	117	8781	8157	4	3	96.9781	9	65	0	0	2	6	13	49	3	0
9999	2	4	172	5	119	385643	385643	11	10	100	4377	26629	61	247	1148	2921	7509	17339	1781	134
9999	2	4	173	5	121	18105	18105	2	2	78.9248	8	58	0	0	0	8	39	19	0	0
9999	2	4	174	5	123	28472	28472	3	3	100	150	1552	2	13	38	97	335	1176	41	6
9999	2	4	175	5	125	107928	107928	3	3	100	265	3337	0	13	24	228	831	2294	212	4
9999	2	4	176	5	127	10899	10899	2	2	100	19	288	0	8	1	10	118	163	7	6
9999	2	4	177	5	129	8257	8257	1	1	100	10	27	0	0	0	10	15	10	2	0
9999	2	4	178	5	131	127114	125966	5	4	100	726	5266	5	76	106	539	1364	3673	229	25
9999	2	4	179	5	133	17187	17187	2	2	100	31	294	1	0	6	24	105	163	26	3
9999	2	4	180	5	135	18494	8446	6	6	99.2738	13	303	0	2	1	10	106	192	4	2
9999	2	4	181	5	137	12488	12488	2	2	100	27	198	0	5	0	22	85	109	4	3
9999	2	4	182	5	139	41954	40075	3	2	100	265	1574	2	1	48	214	682	813	79	13
9999	2	4	183	5	141	17610	17426	3	3	100	56	304	0	3	0	53	74	199	31	5
9999	2	4	184	5	143	210701	201933	10	9	100	813	6639	4	122	68	619	1249	5098	292	29
9999	2	4	185	5	145	77659	77053	11	10	99.7377	193	2635	4	26	16	147	971	1519	145	7
9999	2	4	186	5	147	7315	3958	3	2	100	2	12	0	2	0	0	6	6	0	0
9999	2	4	187	5	149	22353	22353	5	5	98.5561	57	462	0	8	3	46	182	263	17	3
9999	2	4	188	6	1	1528026	1528026	26	22	100	10785	52659	133	413	5244	4995	11998	29617	11044	293
9999	2	4	189	6	3	1189	1189	2	2	100	7	105	0	0	0	7	20	84	1	0
9999	2	4	190	6	5	38539	38539	6	6	100	98	972	2	8	7	81	278	642	52	8
9999	2	4	191	6	7	222586	222586	13	10	100	576	5375	8	75	158	335	1564	3196	615	49
9999	2	4	192	6	9	46114	46114	5	5	100	120	1156	1	17	8	94	344	706	106	0
9999	2	4	193	6	11	21671	21671	6	5	100	46	495	1	3	4	38	155	302	38	4
9999	2	4	194	6	13	1061357	1061357	30	26	100	3927	29974	63	161	1360	2343	8022	16099	5853	182
9999	2	4	195	6	15	28946	28946	3	3	100	160	761	2	20	17	121	331	367	63	6
9999	2	4	196	6	17	183187	183187	7	5	100	390	3093	4	30	53	303	1234	1678	181	13
9999	2	4	197	6	19	941388	926724	23	19	100	5123	40398	52	149	1363	3559	9850	23527	7021	308
9999	2	4	198	6	21	28453	28453	5	5	100	65	642	2	3	9	51	172	377	93	5
9999	2	4	199	6	23	136206	136206	11	10	100	440	4211	3	67	101	269	1053	2644	514	55
9999	2	4	200	6	25	176580	168784	12	9	100	453	5703	3	30	83	337	1940	3035	728	29
9999	2	4	201	6	27	18764	18764	4	4	100	68	267	1	8	4	55	84	169	14	5
9999	2	4	202	6	29	849502	849502	18	15	100	4447	30071	46	184	1029	3188	9460	15725	4886	513
9999	2	4	203	6	31	154780	154780	10	8	100	542	3436	8	30	97	407	859	2188	389	34
9999	2	4	204	6	33	65425	65425	5	4	100	331	1735	3	34	44	250	620	962	153	25
9999	2	4	205	6	35	35305	35305	6	4	100	120	478	1	9	10	100	165	294	19	5
9999	2	4	206	6	37	9934033	9934033	108	102	100	46116	228136	568	1904	19902	23742	49328	138325	40483	2288
9999	2	4	207	6	39	152639	152639	6	5	100	799	3805	5	27	139	628	1628	1603	574	22
9999	2	4	208	6	41	255376	255376	16	15	100	541	4677	2	48	131	360	1179	3149	349	31
9999	2	4	209	6	43	18466	18466	2	2	100	55	365	0	5	1	49	128	217	20	1
9999	2	4	210	6	45	88874	88874	8	7	100	483	1515	7	19	52	405	506	863	146	19
9999	2	4	211	6	47	258800	258800	13	11	100	1409	9132	14	61	274	1060	2604	5496	1032	68
9999	2	4	212	6	49	9800	9800	4	4	100	42	149	0	10	3	29	51	89	9	7
9999	2	4	213	6	51	14369	14369	4	3	100	49	311	0	6	4	39	87	202	22	1
9999	2	4	214	6	53	419936	419936	19	18	100	1951	9893	34	94	572	1251	2650	5573	1670	85
9999	2	4	215	6	55	138089	138089	10	9	100	452	2799	3	34	69	346	631	1919	249	15
9999	2	4	216	6	57	99925	99925	7	6	100	268	1438	2	19	22	225	444	872	122	7
9999	2	4	217	6	59	3045620	3045620	45	41	100	6509	61658	73	411	2245	3780	10720	45097	5841	330
9999	2	4	218	6	61	352528	352528	9	8	100	694	7623	7	66	108	513	1661	5412	550	32
9999	2	4	219	6	63	20242	20242	4	3	100	104	386	1	14	3	86	124	243	19	7
9999	2	4	220	6	65	2215382	2215382	41	34	97.818	6771	64656	81	312	2149	4229	18591	37549	8516	179
9999	2	4	221	6	67	1435467	1435467	20	17	99.9906	7483	45433	79	348	2536	4520	10619	27219	7595	286
9999	2	4	222	6	69	55919	55919	6	5	100	196	915	5	16	28	147	345	459	111	13
9999	2	4	223	6	71	2059136	2059136	39	33	100	8551	57234	106	449	2822	5174	16439	31882	8913	415
9999	2	4	224	6	73	3131701	3131701	32	27	100	11009	65102	82	660	3050	7217	13326	40420	11356	314
9999	2	4	225	6	75	814701	814701	12	7	100	5465	33779	50	134	3142	2139	4469	25100	4210	163
9999	2	4	226	6	77	693362	693362	15	10	100	5694	29142	87	140	1723	3744	7931	18193	3018	159
9999	2	4	227	6	79	272807	272807	17	15	100	680	6196	5	91	81	503	1411	4360	425	52
9999	2	4	228	6	81	726897	726897	23	22	100	1573	13936	16	135	491	931	3181	9273	1482	88
9999	2	4	229	6	83	428878	428878	16	13	100	1657	9083	10	130	298	1219	2167	6367	549	73
9999	2	4	230	6	85	1802587	1802587	27	23	100	4564	38969	56	352	1586	2570	7229	24970	6770	284
9999	2	4	231	6	87	265467	265467	10	9	100	1169	8744	10	75	252	832	1958	5964	822	39
9999	2	4	232	6	89	179306	179306	8	6	100	1302	4954	6	98	132	1066	1416	2996	542	9
9999	2	4	233	6	91	3278	3278	3	3	100	5	56	0	0	0	5	17	38	1	2
9999	2	4	234	6	93	45428	45428	15	13	100	155	863	2	12	13	128	254	545	64	5
9999	2	4	235	6	95	418203	418203	13	11	100	1802	12087	30	113	694	965	3960	6298	1829	107
9999	2	4	236	6	97	489566	489566	18	17	100	1702	8307	11	138	234	1319	1664	6041	602	60
9999	2	4	237	6	99	520501	520501	16	13	100	2484	19187	34	117	702	1631	5346	10620	3221	157
9999	2	4	238	6	101	95851	95851	4	4	100	343	2703	4	28	62	249	558	1874	271	15
9999	2	4	239	6	103	64209	64209	5	5	100	348	1453	2	12	36	298	417	934	102	10
9999	2	4	240	6	105	13948	13948	3	3	100	34	138	3	5	1	25	65	39	34	0
9999	2	4	241	6	107	447377	447377	14	12	100	1905	15248	39	97	324	1445	3977	9368	1903	67
9999	2	4	242	6	109	56016	56016	4	3	100	106	1258	1	17	21	67	423	729	106	20
9999	2	4	243	6	111	832997	832997	21	18	100	1705	14169	15	101	616	973	2654	10501	1014	111
9999	2	4	244	6	113	203210	203210	10	8	100	569	5288	5	98	151	315	1216	3629	443	56
9999	2	4	245	6	115	73003	73003	6	5	100	341	2013	4	24	40	273	629	1136	248	12
9999	2	4	246	6	777	0	0	4	3	100	236	340	2	4	7	223	104	205	31	38
9999	2	4	247	8	1	449347	449293	8	10	100	1819	12718	6	240	252	1321	2257	9156	1305	91
9999	2	4	248	8	3	15714	15714	3	3	100	46	675	1	12	5	28	120	545	10	7
9999	2	4	249	8	5	625382	581966	13	12	99.9914	1891	15581	13	254	585	1038	3194	11116	1271	141
9999	2	4	250	8	7	12294	12294	3	2	100	29	180	3	2	0	24	75	100	5	0
9999	2	4	251	8	9	3854	3854	4	4	98.7978	2	15	0	0	0	2	6	8	1	0
9999	2	4	252	8	11	6612	6612	2	2	96.9097	7	40	0	1	1	5	15	26	0	2
9999	2	4	253	8	13	309687	299698	8	8	98.6164	606	6022	5	72	81	448	1069	4658	295	153
9999	2	4	254	8	14	56862	56862	1	1	100	33	1103	1	8	7	17	81	976	46	7
9999	2	4	255	8	15	18119	18119	3	3	100	10	280	0	3	1	6	33	235	12	5
9999	2	4	256	8	17	1868	1868	1	1	100	0	3	0	0	0	0	0	3	0	0
9999	2	4	257	8	19	9246	8194	4	3	100	21	150	0	5	1	15	39	95	16	4
9999	2	4	258	8	21	8400	8400	1	1	41.6667	2	7	0	0	0	2	0	7	0	0
9999	2	4	259	8	23	3585	0	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	4	260	8	25	5924	5924	1	1	100	3	0	0	0	0	3	0	0	0	0
9999	2	4	261	8	27	4329	4329	1	1	100	8	33	0	1	0	7	8	23	2	0
9999	2	4	262	8	29	31491	30015	5	4	98.4008	44	513	0	12	2	30	85	408	20	3
9999	2	4	263	8	31	610612	610612	5	3	100	3721	22788	37	396	1143	2144	4897	14296	3595	95
9999	2	4	264	8	33	2100	2100	1	1	100	3	23	0	1	0	2	14	7	2	0
9999	2	4	265	8	35	290290	290437	4	6	100	391	3409	5	216	27	143	626	2656	127	33
9999	2	4	266	8	37	54053	53106	6	6	100	61	1016	0	11	0	50	158	852	6	8
9999	2	4	267	8	39	23488	2118	4	2	100	5	58	0	1	1	3	12	45	1	0
9999	2	4	268	8	41	633133	632311	10	9	100	2410	18926	32	397	480	1501	4098	13435	1393	139
9999	2	4	269	8	43	47640	47640	3	3	100	93	759	2	21	6	64	208	516	35	9
9999	2	4	270	8	45	57371	48039	8	6	74.8883	50	705	0	5	6	39	63	618	24	2
9999	2	4	271	8	47	5536	5536	4	3	96.9518	11	190	0	1	1	9	5	181	4	3
9999	2	4	272	8	49	15102	15102	4	4	100	38	211	0	0	0	38	33	174	4	1
9999	2	4	273	8	51	15591	15591	4	4	100	32	382	0	5	1	26	55	304	23	4
9999	2	4	274	8	53	858	858	1	1	100	1	12	0	0	0	1	4	8	0	0
9999	2	4	275	8	55	6828	6014	3	2	100	11	111	0	1	1	9	44	67	0	0
9999	2	4	276	8	57	1418	1418	1	1	91.6667	0	7	0	0	0	0	1	5	0	0
9999	2	4	277	8	59	500892	543854	11	14	99.9957	1201	14247	16	174	249	761	2155	10978	1114	82
9999	2	4	278	8	61	1422	1422	1	1	83.3333	0	0	0	0	0	0	0	0	0	0
9999	2	4	279	8	63	8414	8414	3	3	100	9	111	2	0	0	7	24	78	9	0
9999	2	4	280	8	65	7437	7437	2	2	94.6327	21	84	0	1	0	20	33	51	0	1
9999	2	4	281	8	67	52228	20264	6	5	98.8337	169	818	0	43	6	120	100	678	41	5
9999	2	4	282	8	69	299713	304849	7	9	100	605	7670	4	97	62	442	1080	6319	271	58
9999	2	4	283	8	71	15777	6523	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	4	284	8	73	5562	5562	3	3	95.5472	10	12	3	0	0	7	2	9	1	0
9999	2	4	285	8	75	23105	23105	2	2	100	23	464	0	4	1	18	135	312	17	3
9999	2	4	286	8	77	149279	148559	6	5	100	453	4031	3	94	51	305	716	3094	220	33
9999	2	4	287	8	79	724	724	1	1	83.3333	0	4	0	0	0	0	0	2	1	0
9999	2	4	288	8	81	14035	14035	2	2	100	30	285	0	10	2	18	58	215	12	3
9999	2	4	289	8	83	25980	25980	5	4	100	54	523	0	2	2	50	81	426	16	1
9999	2	4	290	8	85	41995	41995	4	4	98.8802	72	849	2	14	7	49	130	679	41	4
