,COUNTY,NAME,ST,Population,Num_household,Household_size,Age25_over,Num_pov_det,Num_in_pov,Median_hhinc,Incpc,median_rent_value,median_home_value,state,county,Pov_rate
2770,495,"Winkler County, Texas",48,949,383,2628,4584,7460,1040,55756.0,22656,439.0,45200.0,48,495,0.13941018766756033
2771,497,"Wise County, Texas",48,5643,2340,21068,40786,59925,7015,56897.0,27208,643.0,126900.0,48,497,0.11706299541093033
2772,499,"Wood County, Texas",48,3555,1690,16064,30901,41308,6073,45686.0,24561,548.0,111100.0,48,499,0.14701752687130823
2773,501,"Yoakum County, Texas",48,615,264,2727,4832,8202,979,56153.0,23125,560.0,74600.0,48,501,0.11936113143135821
2774,503,"Young County, Texas",48,1325,632,7115,12500,18056,2751,44693.0,25524,422.0,82000.0,48,503,0.15235932653965442
2775,505,"Zapata County, Texas",48,684,312,4517,7958,14266,5334,32162.0,16619,292.0,55200.0,48,505,0.37389597644749756
2776,507,"Zavala County, Texas",48,801,347,3627,6887,11806,3943,26672.0,13813,287.0,41900.0,48,507,0.3339827206505167
2777,001,"Beaver County, Utah",49,801,347,2249,3752,6376,797,50282.0,21405,530.0,150000.0,49,001,0.125
2778,003,"Box Elder County, Utah",49,7028,2529,16404,29835,50532,4779,55038.0,21748,551.0,167500.0,49,003,0.09457373545476135
2779,005,"Cache County, Utah",49,13850,4488,35685,58796,113726,17713,50497.0,20223,549.0,191900.0,49,005,0.15575154318273746
2780,007,"Carbon County, Utah",49,2479,1111,7798,13145,20299,3113,46900.0,21287,481.0,123900.0,49,007,0.1533573082417853
2781,009,"Daggett County, Utah",49,172,255,263,521,651,47,56750.0,22149,924.0,174700.0,49,009,0.07219662058371736
2782,011,"Davis County, Utah",49,24065,7659,97910,184501,321808,24718,71112.0,26411,803.0,225800.0,49,011,0.07680977477253517
2783,013,"Duchesne County, Utah",49,3598,1731,6606,11317,19399,2019,61133.0,23576,720.0,172600.0,49,013,0.10407752976957575
2784,015,"Emery County, Utah",49,1874,783,3531,6570,10642,1188,49787.0,19717,473.0,132700.0,49,015,0.1116331516632212
2785,017,"Garfield County, Utah",49,1195,745,1751,3334,4837,873,42614.0,19971,506.0,156600.0,49,017,0.18048377093239612
2786,019,"Grand County, Utah",49,610,337,3789,6543,9302,1740,41312.0,22635,580.0,224800.0,49,019,0.18705654697914428
2787,021,"Iron County, Utah",49,3293,1726,15095,25604,46254,9727,43855.0,18995,559.0,165900.0,49,021,0.2102953258096597
2788,023,"Juab County, Utah",49,1759,570,3106,5742,10230,1464,54761.0,18447,688.0,165200.0,49,023,0.14310850439882697
2789,025,"Kane County, Utah",49,883,592,2789,5140,7110,562,50194.0,24729,735.0,175300.0,49,025,0.0790436005625879
2790,027,"Millard County, Utah",49,2162,886,4160,7609,12444,1602,51593.0,20602,469.0,138400.0,49,027,0.12873674059787849
2791,029,"Morgan County, Utah",49,1119,360,3024,5780,10271,557,74314.0,27312,728.0,266400.0,49,029,0.05423035731671697
2792,031,"Piute County, Utah",49,486,290,557,1322,1826,376,35980.0,17493,436.0,140800.0,49,031,0.2059145673603505
2793,033,"Rich County, Utah",49,598,488,640,1400,2282,333,50781.0,19168,483.0,173500.0,49,033,0.14592462751971955
2794,035,"Salt Lake County, Utah",49,81134,28773,351892,663851,1064695,131630,62117.0,27314,820.0,234700.0,49,035,0.12363165037874696
2795,037,"San Juan County, Utah",49,2432,1207,3923,8519,14771,4149,41484.0,15654,504.0,139400.0,49,037,0.2808882269311489
2796,039,"Sanpete County, Utah",49,4242,1480,7943,15841,25140,4043,50323.0,16965,530.0,164400.0,49,039,0.16081941129673827
2797,041,"Sevier County, Utah",49,3330,1314,7050,12724,20473,2973,46291.0,19261,534.0,149400.0,49,041,0.1452156498803302
2798,043,"Summit County, Utah",49,4375,2386,13927,25303,38367,3001,91773.0,47733,1106.0,497300.0,49,043,0.07821826048427033
2799,045,"Tooele County, Utah",49,4520,1579,18631,34734,60278,4339,63552.0,22643,679.0,177700.0,49,045,0.07198314476259995
2800,047,"Uintah County, Utah",49,3181,1188,10981,20367,35249,3261,66815.0,24720,818.0,189400.0,49,047,0.0925132627875968
2801,049,"Utah County, Utah",49,54760,15482,148464,267427,538304,71110,62180.0,21335,777.0,228400.0,49,049,0.1321000772797527
2802,051,"Wasatch County, Utah",49,2343,987,8095,15737,26389,2633,66486.0,26397,970.0,316800.0,49,051,0.09977642199401265
2803,053,"Washington County, Utah",49,9764,3840,48920,91894,146152,21893,50774.0,22459,783.0,212600.0,49,053,0.1497961026876129
2804,055,"Wayne County, Utah",49,585,315,972,1777,2683,414,40645.0,20121,483.0,198600.0,49,055,0.15430488259411107
2805,057,"Weber County, Utah",49,18971,6924,80137,145113,235419,30547,56581.0,23545,677.0,168000.0,49,057,0.1297558820655937
2806,001,"Addison County, Vermont",50,8179,3460,14336,25159,34124,3124,59688.0,29561,760.0,237300.0,50,001,0.09154847028484352
2807,003,"Bennington County, Vermont",50,5511,3053,15636,26092,35072,4735,49573.0,29296,767.0,211300.0,50,003,0.13500798357664234
2808,005,"Caledonia County, Vermont",50,5397,2721,12287,21639,29874,3733,45323.0,23919,647.0,162400.0,50,005,0.12495815759523331
2809,007,"Chittenden County, Vermont",50,15820,5747,63498,103786,150162,17045,65350.0,33977,969.0,271300.0,50,007,0.11351074173226249
2810,009,"Essex County, Vermont",50,1896,1414,2701,4689,6178,929,36599.0,21338,572.0,122800.0,50,009,0.15037228876659112
2811,011,"Franklin County, Vermont",50,5712,2504,18685,33462,47917,4147,58199.0,28394,713.0,203000.0,50,011,0.0865454849009746
2812,013,"Grand Isle County, Vermont",50,1691,1037,2965,5139,6943,598,62608.0,35214,820.0,261300.0,50,013,0.08612991502232464
2813,015,"Lamoille County, Vermont",50,3624,1675,10176,17205,24430,2887,50939.0,27390,743.0,220700.0,50,015,0.11817437576749898
2814,017,"Orange County, Vermont",50,5512,2655,12148,20802,28250,3498,53869.0,27755,700.0,189400.0,50,017,0.12382300884955752
2815,019,"Orleans County, Vermont",50,6209,3448,11200,19585,26225,4070,42831.0,23213,555.0,154100.0,50,019,0.15519542421353671
2816,021,"Rutland County, Vermont",50,9178,4891,25459,43342,58326,7276,49372.0,27219,684.0,178500.0,50,021,0.12474711106539108
2817,023,"Washington County, Vermont",50,8824,4190,24512,41992,56940,5729,58788.0,30598,737.0,211200.0,50,023,0.10061468212153143
2818,025,"Windham County, Vermont",50,7072,4410,19057,31887,42266,5421,51045.0,28473,725.0,209200.0,50,025,0.12825912080632187
2819,027,"Windsor County, Vermont",50,7259,4160,24507,41878,55025,6041,52965.0,32474,774.0,216300.0,50,027,0.10978646069968197
2820,001,"Accomack County, Virginia",51,3478,1902,13961,23650,32582,6384,39412.0,23231,528.0,153300.0,51,001,0.19593640660487385
2821,003,"Albemarle County, Virginia",51,8565,3109,38853,69085,95348,9714,68449.0,37474,969.0,313800.0,51,003,0.10187943113646851
2822,005,"Alleghany County, Virginia",51,1791,854,6781,11778,15765,2682,45007.0,24118,396.0,112000.0,51,005,0.17012369172216937
2823,007,"Amelia County, Virginia",51,701,286,4704,9018,12665,1471,56850.0,24868,602.0,170800.0,51,007,0.11614686142913541
2824,009,"Amherst County, Virginia",51,2821,1190,12502,22435,31371,4086,47558.0,23469,512.0,150100.0,51,009,0.13024768097924835
2825,011,"Appomattox County, Virginia",51,1482,667,5931,10766,15116,2668,48823.0,23941,513.0,148200.0,51,011,0.17650172003175443
2826,013,"Arlington County, Virginia",51,15459,7342,98441,168459,221211,19996,105763.0,63579,1754.0,607700.0,51,013,0.09039333487032743
2827,015,"Augusta County, Virginia",51,5217,1963,28150,53321,70277,6694,54558.0,27000,668.0,197400.0,51,015,0.09525164705380139
2828,017,"Bath County, Virginia",51,224,136,2146,3419,4488,347,43646.0,32166,463.0,153700.0,51,017,0.07731729055258467
2829,019,"Bedford County, Virginia",51,5559,2481,30591,54606,75856,7372,56316.0,28524,595.0,196500.0,51,019,0.09718413836743303
2830,021,"Bland County, Virginia",51,710,284,2614,5078,5725,621,45294.0,20169,458.0,100300.0,51,021,0.10847161572052402
2831,023,"Botetourt County, Virginia",51,3017,1292,12913,23850,32837,2701,60454.0,31160,647.0,208500.0,51,023,0.08225477357858513
2832,025,"Brunswick County, Virginia",51,1836,754,5916,12080,14829,3298,36919.0,18245,430.0,105200.0,51,025,0.2224020500370895
2833,027,"Buchanan County, Virginia",51,2098,958,9442,17537,22362,5841,29679.0,17883,423.0,71500.0,51,027,0.2612020391735981
2834,029,"Buckingham County, Virginia",51,1753,631,5603,12311,15010,2867,40331.0,18204,440.0,131800.0,51,029,0.19100599600266488
2835,031,"Campbell County, Virginia",51,3942,1766,21791,38643,54455,7309,47699.0,24192,545.0,151500.0,51,031,0.13422091635295197
2836,033,"Caroline County, Virginia",51,2445,937,10970,19905,27164,3601,59227.0,26761,834.0,186800.0,51,033,0.1325651597702842
2837,035,"Carroll County, Virginia",51,1985,1037,12548,21928,29692,5017,35000.0,21145,352.0,107900.0,51,035,0.16896807220800217
2838,036,"Charles City County, Virginia",51,1882,909,2883,5419,7089,933,49563.0,29018,716.0,159600.0,51,036,0.13161235717308506
2839,037,"Charlotte County, Virginia",51,1401,697,4723,8549,12138,2589,35079.0,18719,368.0,94300.0,51,037,0.21329708353929808
2840,041,"Chesterfield County, Virginia",51,23953,9441,116797,216740,323229,24002,72609.0,33220,956.0,216800.0,51,041,0.07425695095427699
2841,043,"Clarke County, Virginia",51,1200,488,5526,10189,14064,1556,71295.0,37558,842.0,329500.0,51,043,0.11063708759954494
2842,045,"Craig County, Virginia",51,298,159,2214,3849,5195,611,44330.0,22456,344.0,153000.0,51,045,0.11761308950914341
2843,047,"Culpeper County, Virginia",51,3367,1145,16515,32258,46698,4320,66697.0,28104,818.0,251600.0,51,047,0.0925093151740974
2844,049,"Cumberland County, Virginia",51,618,270,4012,6800,9759,1996,39301.0,22860,624.0,137800.0,51,049,0.2045291525771083
2845,051,"Dickenson County, Virginia",51,1729,812,6205,11116,15059,3225,33624.0,20275,341.0,74100.0,51,051,0.21415764659007902
2846,053,"Dinwiddie County, Virginia",51,1989,818,9939,19558,27397,4061,51397.0,23395,749.0,155300.0,51,053,0.14822790816512757
2847,057,"Essex County, Virginia",51,937,497,4332,7830,11049,1533,42760.0,23448,632.0,164400.0,51,057,0.13874558783600327
2848,059,"Fairfax County, Virginia",51,89248,33574,392355,766502,1119457,66762,112552.0,51025,1619.0,501200.0,51,059,0.05963784227531741
2849,061,"Fauquier County, Virginia",51,6035,2334,23595,45852,67041,3762,91609.0,41255,974.0,357200.0,51,061,0.05611491475365821
2850,063,"Floyd County, Virginia",51,989,503,6271,11279,15435,1551,48005.0,23885,402.0,155300.0,51,063,0.10048590864917395
2851,065,"Fluvanna County, Virginia",51,1791,664,9891,18442,24693,1618,63938.0,28669,1067.0,215600.0,51,065,0.06552464261126635
2852,067,"Franklin County, Virginia",51,3525,1633,23189,40435,54678,8123,46870.0,25219,475.0,168400.0,51,067,0.148560664252533
2853,069,"Frederick County, Virginia",51,5776,2299,29455,55621,80204,5247,69098.0,30769,878.0,225300.0,51,069,0.06542067727295396
2854,071,"Giles County, Virginia",51,1864,892,7230,12079,16703,1891,46390.0,25241,411.0,104700.0,51,071,0.11321319523438904
2855,073,"Gloucester County, Virginia",51,2503,1054,14280,26365,36726,2735,61121.0,29867,724.0,224100.0,51,073,0.0744704024396885
2856,075,"Goochland County, Virginia",51,1775,638,8148,16121,20424,1163,79330.0,46366,834.0,318400.0,51,075,0.056942812377594985
2857,077,"Grayson County, Virginia",51,1814,984,6795,11676,15159,3244,29942.0,19742,366.0,91500.0,51,077,0.21399828484728545
2858,079,"Greene County, Virginia",51,1296,539,7111,13012,18757,1853,61550.0,28209,738.0,241800.0,51,079,0.0987897851468785
2859,081,"Greensville County, Virginia",51,1328,347,3486,8807,7553,1490,38012.0,14450,508.0,99800.0,51,081,0.19727260691116114
2860,083,"Halifax County, Virginia",51,2975,1488,14300,25321,34747,6675,35240.0,19782,383.0,104700.0,51,083,0.1921029153595994
2861,085,"Hanover County, Virginia",51,8612,3266,37463,68702,99296,5976,78645.0,34701,902.0,255400.0,51,085,0.06018369320012891
2862,087,"Henrico County, Virginia",51,21604,9335,124589,217423,316051,33914,61934.0,33634,874.0,216300.0,51,087,0.10730546652280802
2863,089,"Henry County, Virginia",51,4211,1995,22415,38173,51956,9520,35293.0,20159,402.0,95400.0,51,089,0.1832319655092771
2864,091,"Highland County, Virginia",51,344,258,1071,1802,2236,282,43914.0,26809,363.0,169100.0,51,091,0.1261180679785331
2865,093,"Isle of Wight County, Virginia",51,2933,1225,13769,25420,35441,4137,65741.0,31460,727.0,243000.0,51,093,0.11672921192968595
2866,095,"James City County, Virginia",51,4073,1728,28000,50954,69811,5648,75710.0,39802,1040.0,319100.0,51,095,0.08090415550557935
2867,097,"King and Queen County, Virginia",51,568,263,2894,5209,7106,949,48292.0,25498,663.0,155800.0,51,097,0.13354911342527442
2868,099,"King George County, Virginia",51,1948,777,8379,16141,24763,1366,81688.0,34529,888.0,282500.0,51,099,0.0551629447159068
2869,101,"King William County, Virginia",51,1310,558,6036,11169,16020,1897,62031.0,28300,816.0,198500.0,51,101,0.11841448189762796
2870,103,"Lancaster County, Virginia",51,1333,836,5164,8807,11048,1246,50374.0,31062,670.0,229100.0,51,103,0.11278059377262853
2871,105,"Lee County, Virginia",51,2078,1008,9445,18499,23734,6027,31086.0,17899,349.0,78400.0,51,105,0.25393949608157074
2872,107,"Loudoun County, Virginia",51,26235,9144,113432,223162,349280,14047,123453.0,47495,1483.0,452300.0,51,107,0.04021701786532295
2873,109,"Louisa County, Virginia",51,2504,1172,12829,24324,33837,3385,57829.0,28323,746.0,193700.0,51,109,0.10003841948163253
2874,111,"Lunenburg County, Virginia",51,1647,669,4516,9130,11138,2279,39506.0,18428,423.0,106600.0,51,111,0.20461483210630274
2875,113,"Madison County, Virginia",51,831,381,5003,9274,12967,1613,47736.0,25349,656.0,241200.0,51,113,0.12439268913395543
2876,115,"Mathews County, Virginia",51,490,295,3806,6805,8802,613,63845.0,32397,620.0,250900.0,51,115,0.06964326289479664
2877,117,"Mecklenburg County, Virginia",51,3173,1699,12482,23117,30159,5975,37356.0,20618,429.0,125400.0,51,117,0.19811664842998772
2878,119,"Middlesex County, Virginia",51,1004,612,4342,8276,10370,982,54654.0,30297,623.0,245800.0,51,119,0.09469623915139827
2879,121,"Montgomery County, Virginia",51,6115,2177,35199,52809,87382,21707,46663.0,25368,753.0,205100.0,51,121,0.2484150053786821
2880,125,"Nelson County, Virginia",51,926,514,6339,10886,14671,2159,47118.0,27528,570.0,212000.0,51,125,0.14716106604866744
2881,127,"New Kent County, Virginia",51,1351,514,7299,13831,19012,1327,73041.0,33689,770.0,245000.0,51,127,0.06979802230170419
2882,131,"Northampton County, Virginia",51,1373,813,5248,8933,11878,2730,35055.0,22490,526.0,160900.0,51,131,0.22983667284054554
2883,133,"Northumberland County, Virginia",51,896,565,5861,9671,12286,1352,51885.0,31280,547.0,242000.0,51,133,0.11004395246622171
2884,135,"Nottoway County, Virginia",51,1367,516,5589,11148,14268,3444,36284.0,18917,504.0,132900.0,51,135,0.2413793103448276
2885,137,"Orange County, Virginia",51,2110,904,12810,24371,33891,4105,65166.0,29748,719.0,231200.0,51,137,0.12112360213626036
2886,139,"Page County, Virginia",51,2095,1001,9372,17138,23616,3880,43895.0,22241,517.0,176000.0,51,139,0.16429539295392953
2887,141,"Patrick County, Virginia",51,1430,725,7790,13738,18022,3818,33982.0,19311,381.0,111100.0,51,141,0.21185218066807235
2888,143,"Pittsylvania County, Virginia",51,5899,2705,26204,45528,61869,9944,41824.0,21667,433.0,111900.0,51,143,0.16072669673018797
2889,145,"Powhatan County, Virginia",51,2384,710,9730,20198,25580,1252,77896.0,32110,764.0,257300.0,51,145,0.048944487881157156
2890,147,"Prince Edward County, Virginia",51,1857,553,7409,12908,18487,3883,41697.0,17901,606.0,151500.0,51,147,0.2100394872072267
2891,149,"Prince George County, Virginia",51,2662,894,11102,25481,33565,3370,61857.0,24785,1076.0,207500.0,51,149,0.10040220467749143
2892,153,"Prince William County, Virginia",51,31067,10744,136794,275632,432147,28739,98657.0,37215,1363.0,333100.0,51,153,0.06650283352655462
2893,155,"Pulaski County, Virginia",51,2818,1291,14619,25580,33435,4506,47495.0,25556,418.0,135700.0,51,155,0.134768954688201
2894,157,"Rappahannock County, Virginia",51,703,358,3273,5628,7413,733,57210.0,36567,827.0,367000.0,51,157,0.09888034533926886
2895,159,"Richmond County, Virginia",51,1003,342,2875,6890,7092,748,47288.0,19407,618.0,150000.0,51,159,0.10547095318668923
2896,161,"Roanoke County, Virginia",51,6675,2796,38164,66877,91399,7607,60519.0,31370,739.0,189200.0,51,161,0.08322848171205374
2897,163,"Rockbridge County, Virginia",51,1663,786,9319,16808,22205,3085,48901.0,26767,591.0,188500.0,51,163,0.13893267282143662
2898,165,"Rockingham County, Virginia",51,7649,3212,29625,52819,75989,8471,53744.0,26472,624.0,197300.0,51,165,0.1114766610956849
2899,167,"Russell County, Virginia",51,2135,1009,11045,20452,27953,5777,35045.0,20053,364.0,96000.0,51,167,0.20666833613565627
2900,169,"Scott County, Virginia",51,2590,1316,9379,16657,21842,4406,37240.0,21295,346.0,91900.0,51,169,0.20172145407929676
2901,171,"Shenandoah County, Virginia",51,3802,1782,17096,30669,42217,5138,49406.0,25253,632.0,198900.0,51,171,0.12170452661250207
2902,173,"Smyth County, Virginia",51,3101,1474,12795,22825,31119,5815,37983.0,21927,388.0,88900.0,51,173,0.1868633310839037
2903,175,"Southampton County, Virginia",51,2264,847,6682,13397,16852,2649,48962.0,23259,505.0,159700.0,51,175,0.15719202468549728
2904,177,"Spotsylvania County, Virginia",51,10128,3740,42823,83464,126799,10396,78125.0,32105,1143.0,248300.0,51,177,0.08198802829675313
2905,179,"Stafford County, Virginia",51,10311,3536,43405,85795,133187,6948,97144.0,37198,1229.0,305300.0,51,179,0.05216725356078296
2906,181,"Surry County, Virginia",51,775,415,2668,4944,6823,881,53673.0,24660,578.0,169000.0,51,181,0.12912208705847866
2907,183,"Sussex County, Virginia",51,1806,581,3149,9071,6629,1362,39194.0,15143,554.0,140400.0,51,183,0.2054608538241062
2908,185,"Tazewell County, Virginia",51,3689,1667,17832,31619,42368,7518,37664.0,22721,408.0,91400.0,51,185,0.1774452416918429
2909,187,"Warren County, Virginia",51,2841,1143,14364,26368,37579,3696,61454.0,29522,772.0,213500.0,51,187,0.09835280342744618
2910,191,"Washington County, Virginia",51,4652,2064,22673,39734,53272,6845,43310.0,25351,448.0,130200.0,51,191,0.12849151524252891
2911,193,"Westmoreland County, Virginia",51,1176,692,6944,12713,17494,2323,47911.0,25992,637.0,191600.0,51,193,0.13278838458900194
2912,195,"Wise County, Virginia",51,3956,1602,15254,28104,37507,8414,37407.0,20321,419.0,87500.0,51,195,0.22433145812781613
2913,197,"Wythe County, Virginia",51,2161,989,11863,21175,28891,4356,41360.0,23770,449.0,123900.0,51,197,0.15077359731404244
2914,199,"York County, Virginia",51,4737,1918,23997,43962,65385,4198,81749.0,35876,1264.0,312600.0,51,199,0.06420432820983406
2915,510,"Alexandria city, Virginia",51,10660,5384,66879,113816,148150,12359,89134.0,54861,1459.0,502500.0,51,510,0.08342220722240971
2916,520,"Bristol city, Virginia",51,1182,556,7718,12375,17172,3496,35368.0,20777,451.0,114500.0,51,520,0.2035872350337759
2917,530,"Buena Vista city, Virginia",51,414,146,2737,4106,6175,1755,29097.0,15707,528.0,115000.0,51,530,0.28421052631578947
2918,540,"Charlottesville city, Virginia",51,4043,1641,17752,27803,42540,10995,49775.0,30378,870.0,285300.0,51,540,0.2584626234132581
2919,550,"Chesapeake city, Virginia",51,15881,5736,81518,152122,223607,21734,68620.0,29703,984.0,253800.0,51,550,0.09719731493200123
2920,570,"Colonial Heights city, Virginia",51,1499,665,7106,12059,17333,1974,50304.0,27572,785.0,169300.0,51,570,0.11388680551549069
2921,580,"Covington city, Virginia",51,482,246,2476,3976,5633,1437,34746.0,20055,397.0,68600.0,51,580,0.2551038522989526
2922,590,"Danville city, Virginia",51,3939,1891,18559,29209,40661,9629,32315.0,20933,424.0,88600.0,51,590,0.23681168687440052
2923,595,"Emporia city, Virginia",51,475,203,2459,3930,5457,1907,28601.0,20417,447.0,115000.0,51,595,0.34945940993219715
2924,600,"Fairfax city, Virginia",51,2018,745,8467,16493,22778,1593,105297.0,45545,1588.0,470300.0,51,600,0.06993590306436034
2925,610,"Falls Church city, Virginia",51,1102,443,5166,9077,13284,361,120522.0,65600,1493.0,718900.0,51,610,0.02717554953327311
2926,620,"Franklin city, Virginia",51,522,231,3453,5701,8321,1762,32399.0,21621,587.0,178700.0,51,620,0.21175339502463647
2927,630,"Fredericksburg city, Virginia",51,1864,720,10080,16063,24878,4108,51762.0,29090,926.0,317900.0,51,630,0.16512581397218426
2928,640,"Galax city, Virginia",51,574,243,2961,5009,6586,1766,30604.0,21515,402.0,91000.0,51,640,0.26814454904342544
2929,650,"Hampton city, Virginia",51,9426,4071,52940,89933,132194,20187,49190.0,25029,837.0,188000.0,51,650,0.15270738460141914
2930,660,"Harrisonburg city, Virginia",51,4299,1285,16409,24427,44091,14326,38750.0,18324,717.0,199400.0,51,660,0.3249189176929532
2931,670,"Hopewell city, Virginia",51,1364,658,8706,14819,21879,4165,39064.0,20700,655.0,123800.0,51,670,0.19036519036519037
2932,678,"Lexington city, Virginia",51,664,128,1638,2249,3349,678,34017.0,14792,665.0,242700.0,51,678,0.2024484920871902
2933,680,"Lynchburg city, Virginia",51,6844,2361,28528,43635,67595,16775,39589.0,21650,617.0,149200.0,51,680,0.2481692432872254
2934,683,"Manassas city, Virginia",51,2588,945,12433,25806,40716,3945,72890.0,29424,1177.0,276700.0,51,683,0.09689065723548482
2935,685,"Manassas Park city, Virginia",51,840,287,4723,9902,15545,1232,73528.0,28164,1288.0,248300.0,51,685,0.0792537793502734
2936,690,"Martinsville city, Virginia",51,1176,581,5857,9513,13177,3105,29587.0,21899,418.0,89100.0,51,690,0.2356378538362298
2937,700,"Newport News city, Virginia",51,12860,5365,69073,114982,172359,26984,50077.0,25369,801.0,193100.0,51,700,0.1565569537999176
2938,710,"Norfolk city, Virginia",51,22553,8970,87045,149072,220475,46288,44480.0,24657,797.0,193400.0,51,710,0.2099467059757342
2939,720,"Norton city, Virginia",51,330,156,1783,2666,3949,949,27731.0,19647,386.0,91600.0,51,720,0.24031400354520133
2940,730,"Petersburg city, Virginia",51,2566,1365,12803,22020,31376,8795,31798.0,19149,657.0,111900.0,51,730,0.28030979092299846
2941,735,"Poquoson city, Virginia",51,949,386,4642,8417,12026,502,83735.0,38428,1008.0,307800.0,51,735,0.0417428904041244
2942,740,"Portsmouth city, Virginia",51,8019,3543,36757,63396,93251,17000,45676.0,23075,786.0,169800.0,51,740,0.18230367502761363
2943,750,"Radford city, Virginia",51,1192,394,5477,7024,14104,5497,29912.0,15556,596.0,148600.0,51,750,0.3897475893363585
2944,760,"Richmond city, Virginia",51,17482,8202,87224,143240,203150,51828,40758.0,28023,742.0,193700.0,51,760,0.2551218311592419
2945,770,"Roanoke city, Virginia",51,6485,3111,42239,68622,96709,20514,39930.0,23685,576.0,134400.0,51,770,0.21212089877881066
2946,775,"Salem city, Virginia",51,2100,788,10045,16888,23016,2578,50068.0,27560,690.0,173100.0,51,775,0.11200903719151895
2947,790,"Staunton city, Virginia",51,1902,873,10387,17175,22944,4052,40842.0,25182,655.0,165400.0,51,790,0.1766039051603905
2948,800,"Suffolk city, Virginia",51,7572,3107,30990,57071,85167,9835,65499.0,29620,784.0,235300.0,51,800,0.11547900008219146
2949,810,"Virginia Beach city, Virginia",51,34759,13829,166242,298183,436551,36267,66634.0,32269,1078.0,259900.0,51,810,0.08307620415484102
2950,820,"Waynesboro city, Virginia",51,1386,600,9031,14555,20780,3796,45643.0,22156,621.0,156200.0,51,820,0.18267564966313762
2951,830,"Williamsburg city, Virginia",51,1691,456,4538,7223,10733,2401,48639.0,24127,952.0,320600.0,51,830,0.22370259945961055
2952,840,"Winchester city, Virginia",51,1754,727,10608,17917,26193,4200,45363.0,26182,786.0,216300.0,51,840,0.16034818462948117
2953,001,"Adams County, Washington",53,2132,836,5802,10462,18801,4019,46564.0,17564,532.0,138400.0,53,001,0.21376522525397584
2954,003,"Asotin County, Washington",53,1978,874,9341,15589,21731,3301,44394.0,25132,584.0,171900.0,53,003,0.1519028116515577
2955,005,"Benton County, Washington",53,12950,5102,67430,118423,182958,26013,60251.0,28758,726.0,184200.0,53,005,0.14218017249860623
2956,007,"Chelan County, Washington",53,4818,2334,27052,49530,73389,10466,51837.0,25564,708.0,246300.0,53,007,0.1426099279183529
2957,009,"Clallam County, Washington",53,6784,3258,31321,54247,71158,10682,47253.0,27000,701.0,217100.0,53,009,0.15011664183928722
2958,011,"Clark County, Washington",53,36207,14085,162441,294043,440404,49314,60756.0,28801,866.0,234800.0,53,011,0.11197445981417062
2959,013,"Columbia County, Washington",53,592,292,1686,2950,3914,690,38581.0,24400,565.0,154800.0,53,013,0.17629024016351558
2960,015,"Cowlitz County, Washington",53,7504,3227,39763,70149,100840,17609,47452.0,24260,640.0,175300.0,53,015,0.17462316541055137
2961,017,"Douglas County, Washington",53,3684,1564,14212,25786,39372,5835,53636.0,23598,724.0,209700.0,53,017,0.14820176775373362
2962,019,"Ferry County, Washington",53,1290,752,3103,5589,7541,1659,38125.0,20602,442.0,166000.0,53,019,0.21999734783185254
2963,021,"Franklin County, Washington",53,4987,1624,24725,49013,84049,15406,56980.0,20412,684.0,166800.0,53,021,0.18329783816583184
2964,023,"Garfield County, Washington",53,417,212,953,1654,2200,252,45855.0,22884,538.0,140900.0,53,023,0.11454545454545455
2965,025,"Grant County, Washington",53,6875,2715,30358,55059,90928,16295,48714.0,20251,596.0,157500.0,53,025,0.179207724793243
2966,027,"Grays Harbor County, Washington",53,6954,3131,27219,50652,68276,12357,43538.0,22387,592.0,158300.0,53,027,0.18098599800808482
2967,029,"Island County, Washington",53,6659,3173,33125,56695,77101,7430,58815.0,31836,948.0,290900.0,53,029,0.09636710289101309
2968,031,"Jefferson County, Washington",53,2451,1376,13422,24216,29207,3508,49279.0,28593,726.0,284500.0,53,031,0.12010819324134625
2969,033,"King County, Washington",53,147318,60269,819651,1435467,2016519,226204,75302.0,41664,1084.0,384300.0,53,033,0.11217548656868594
2970,035,"Kitsap County, Washington",53,22060,9293,97739,173927,247541,26349,62941.0,32063,901.0,258700.0,53,035,0.10644297308324682
2971,037,"Kittitas County, Washington",53,3730,1756,16953,25073,39741,8804,46458.0,24014,693.0,242900.0,53,037,0.22153443546966609
2972,039,"Klickitat County, Washington",53,2178,1134,7863,14966,20702,3150,48319.0,22456,666.0,200600.0,53,039,0.15215921167037003
2973,041,"Lewis County, Washington",53,7685,3398,29515,52458,74339,12126,44100.0,22480,673.0,174000.0,53,041,0.163117609868306
2974,043,"Lincoln County, Washington",53,2285,1163,4370,7461,10227,1562,46069.0,24951,478.0,142500.0,53,043,0.15273296176786935
2975,045,"Mason County, Washington",53,5121,2520,23026,44261,59115,10166,50406.0,25015,752.0,204300.0,53,045,0.17196988919901887
2976,047,"Okanogan County, Washington",53,4422,2200,16619,28549,40711,8646,40730.0,22460,513.0,162700.0,53,047,0.2123750337746555
2977,049,"Pacific County, Washington",53,2410,1473,9100,15712,20416,3918,37684.0,21923,577.0,156200.0,53,049,0.19190830721003135
2978,051,"Pend Oreille County, Washington",53,1685,905,5396,9640,12824,2753,40599.0,22008,668.0,179200.0,53,051,0.2146756082345602
2979,053,"Pierce County, Washington",53,66730,26709,303586,541718,804939,102233,59953.0,28824,888.0,232600.0,53,053,0.12700713967145336
