,COUNTY,NAME,ST,Population,Num_household,Household_size,Age25_over,Num_pov_det,Num_in_pov,Median_hhinc,Incpc,median_rent_value,median_home_value,state,county,Pov_rate
366,093,"Okeechobee County, Florida",12,3074,1315,13046,26698,35911,9965,35405.0,16931,566.0,93800.0,12,093,0.2774915763972042
367,095,"Orange County, Florida",12,68416,28557,434319,802130,1196724,212489,47943.0,25411,863.0,163800.0,12,095,0.1775589024704109
368,097,"Osceola County, Florida",12,13182,5927,92338,195118,298081,58146,44254.0,19165,861.0,132100.0,12,097,0.19506778358902446
369,099,"Palm Beach County, Florida",12,95485,47276,534605,996222,1359987,197340,53363.0,33650,1026.0,204700.0,12,099,0.14510432820313723
370,101,"Pasco County, Florida",12,35546,17003,186318,345901,471467,66144,45064.0,24455,757.0,117800.0,12,101,0.14029401845728334
371,103,"Pinellas County, Florida",12,67333,35500,402653,703720,916882,131643,45819.0,30170,800.0,150200.0,12,103,0.14357681795476407
372,105,"Polk County, Florida",12,43421,19411,221381,427658,612259,111877,43162.0,21196,687.0,107300.0,12,105,0.18272822449322917
373,107,"Putnam County, Florida",12,4888,2575,27683,51118,71192,20397,31715.0,18082,515.0,85500.0,12,107,0.28650691088886393
374,109,"St. Johns County, Florida",12,11891,5344,79242,147127,208089,19706,66194.0,37581,965.0,244400.0,12,109,0.09469986400049979
375,111,"St. Lucie County, Florida",12,12950,6521,107898,204758,285198,52201,43459.0,23657,809.0,125600.0,12,111,0.18303424287687853
376,113,"Santa Rosa County, Florida",12,9750,3760,58654,110220,154991,19063,58923.0,27892,815.0,161400.0,12,113,0.12299423837513146
377,115,"Sarasota County, Florida",12,26429,14957,175185,308938,386314,42386,51766.0,34479,876.0,181400.0,12,115,0.10971903684567476
378,117,"Seminole County, Florida",12,25880,11704,152260,300693,433522,52637,57010.0,29162,906.0,176100.0,12,117,0.12141713684657296
379,119,"Sumter County, Florida",12,6228,2999,48039,96219,99143,10802,50350.0,30145,631.0,213900.0,12,119,0.10895373349606124
380,121,"Suwannee County, Florida",12,2486,1041,15649,30323,41884,10012,36289.0,18573,500.0,92600.0,12,121,0.2390411613026454
381,123,"Taylor County, Florida",12,1696,536,7605,16448,18534,2720,36181.0,15811,425.0,83700.0,12,123,0.14675731088809754
382,125,"Union County, Florida",12,2191,526,3883,11003,9998,2002,39163.0,12291,498.0,87500.0,12,125,0.20024004800960193
383,127,"Volusia County, Florida",12,32614,16271,200180,367935,493575,85881,41117.0,24026,763.0,131600.0,12,127,0.1739978726637289
384,129,"Wakulla County, Florida",12,2066,675,10691,22141,27494,4101,50340.0,20823,662.0,122200.0,12,129,0.14915981668727724
385,131,"Walton County, Florida",12,3905,2157,23490,43287,57318,9804,44966.0,27393,793.0,169800.0,12,131,0.17104574479221188
386,133,"Washington County, Florida",12,2645,1035,8246,17497,21953,4723,38970.0,18164,433.0,82900.0,12,133,0.21514143852776385
387,001,"Appling County, Georgia",13,1490,685,6812,12197,17926,3745,37135.0,19178,351.0,72300.0,13,001,0.2089144259734464
388,003,"Atkinson County, Georgia",13,912,441,2772,5244,8261,2370,30933.0,17022,266.0,74400.0,13,003,0.2868902069967316
389,005,"Bacon County, Georgia",13,898,396,3951,7335,10701,1919,37162.0,18349,348.0,62800.0,13,005,0.17932903466965705
390,007,"Baker County, Georgia",13,409,209,1291,2262,3287,752,44297.0,20959,266.0,78500.0,13,007,0.2287800425920292
391,009,"Baldwin County, Georgia",13,3001,1224,15978,27773,42074,13201,32460.0,18611,533.0,101700.0,13,009,0.3137567143604126
392,011,"Banks County, Georgia",13,1774,766,6553,12394,18272,3026,41472.0,19211,511.0,121600.0,13,011,0.16560858143607707
393,013,"Barrow County, Georgia",13,5600,2166,23560,46437,71597,10902,52012.0,21411,687.0,119700.0,13,013,0.1522689498163331
394,015,"Bartow County, Georgia",13,5676,2249,35732,66442,100350,15819,48893.0,22592,631.0,123800.0,13,015,0.15763826606875933
395,017,"Ben Hill County, Georgia",13,1338,603,6413,11366,17072,6024,29994.0,15316,383.0,80900.0,13,017,0.3528584817244611
396,019,"Berrien County, Georgia",13,1706,798,6958,12743,18819,4923,31835.0,16523,363.0,84300.0,13,019,0.2615973218555715
397,021,"Bibb County, Georgia",13,11657,5237,57111,99442,148196,40611,36519.0,21591,542.0,118700.0,13,021,0.27403573645712437
398,023,"Bleckley County, Georgia",13,1130,429,4113,7898,11153,2616,38991.0,19503,434.0,87100.0,13,023,0.23455572491706267
399,025,"Brantley County, Georgia",13,1074,483,6581,12057,18117,3812,37206.0,17276,379.0,67400.0,13,025,0.2104101120494563
400,027,"Brooks County, Georgia",13,1360,619,6577,10722,15447,4265,32663.0,19744,413.0,94900.0,13,027,0.2761053926328737
401,029,"Bryan County, Georgia",13,2127,838,11441,20937,32997,4487,63327.0,26934,795.0,195600.0,13,029,0.13598205897505833
402,031,"Bulloch County, Georgia",13,4923,1829,26128,38297,66236,21794,36032.0,18719,588.0,129700.0,13,031,0.32903556978078385
403,033,"Burke County, Georgia",13,2047,934,8102,14667,22709,7131,33641.0,17546,338.0,81000.0,13,033,0.31401646924126997
404,035,"Butts County, Georgia",13,1732,597,7774,16079,20776,4329,41667.0,19433,587.0,113900.0,13,035,0.20836542164035426
405,037,"Calhoun County, Georgia",13,1082,375,1836,4536,4622,1924,25513.0,14242,256.0,56600.0,13,037,0.4162700129813933
406,039,"Camden County, Georgia",13,3501,1361,18638,31575,49724,6365,52473.0,23856,738.0,151100.0,13,039,0.1280065964121953
407,043,"Candler County, Georgia",13,1084,454,3909,7100,10678,3398,30185.0,16897,359.0,89000.0,13,043,0.3182243865892489
408,045,"Carroll County, Georgia",13,6678,2561,40074,69642,108629,22441,43586.0,21320,610.0,112100.0,13,045,0.2065838772335196
409,047,"Catoosa County, Georgia",13,3463,1429,23943,44169,64734,8061,50876.0,22642,556.0,129800.0,13,047,0.1245249791454259
410,049,"Charlton County, Georgia",13,1008,385,3524,9394,11672,2010,42778.0,18036,515.0,82000.0,13,049,0.17220699108978751
411,051,"Chatham County, Georgia",13,20320,8958,104912,182813,267062,50980,47218.0,25690,763.0,171500.0,13,051,0.1908920026061364
412,053,"Chattahoochee County, Georgia",13,1465,339,2599,5205,8359,960,43378.0,19487,1224.0,64800.0,13,053,0.11484627347768872
413,055,"Chattooga County, Georgia",13,2680,1065,9364,17336,23200,5488,32913.0,16333,380.0,63900.0,13,055,0.23655172413793105
414,057,"Cherokee County, Georgia",13,10870,4166,79133,148064,224010,24273,68926.0,30595,822.0,190500.0,13,057,0.10835676978706307
415,059,"Clarke County, Georgia",13,8881,3835,43356,64822,110728,40559,32162.0,19276,634.0,150300.0,13,059,0.3662939816487248
416,061,"Clay County, Georgia",13,461,241,1183,2043,3046,1285,20438.0,12790,231.0,69400.0,13,061,0.42186474064346685
417,063,"Clayton County, Georgia",13,14630,6026,88793,163245,262114,65787,40938.0,18107,683.0,85200.0,13,063,0.2509862121061828
418,065,"Clinch County, Georgia",13,764,364,2581,4483,6678,2339,24015.0,17127,288.0,58000.0,13,065,0.3502545672356993
419,067,"Cobb County, Georgia",13,41765,16700,268616,473749,708182,87880,65873.0,33778,830.0,197400.0,13,067,0.12409239432801172
420,069,"Coffee County, Georgia",13,3145,1187,14321,27341,39176,9975,33965.0,17540,361.0,83400.0,13,069,0.25462017561772515
421,071,"Colquitt County, Georgia",13,3308,1379,15737,29476,45118,12086,32409.0,17353,402.0,79600.0,13,071,0.26787534908462257
422,073,"Columbia County, Georgia",13,7188,2901,45488,88824,135410,12517,71021.0,30603,901.0,170800.0,13,073,0.09243778155232257
423,075,"Cook County, Georgia",13,1665,748,6157,11159,16884,4244,35683.0,18790,446.0,86000.0,13,075,0.2513622364368633
424,077,"Coweta County, Georgia",13,7873,3027,48777,87515,132648,17489,62461.0,28106,737.0,181000.0,13,077,0.13184518424702973
425,079,"Crawford County, Georgia",13,980,436,4538,8765,12332,2122,41825.0,20904,487.0,85800.0,13,079,0.17207265650340578
426,081,"Crisp County, Georgia",13,1523,666,8659,15358,22755,7468,31615.0,19439,392.0,98200.0,13,081,0.32819160624038674
427,083,"Dade County, Georgia",13,1449,573,6150,11182,15178,2300,46434.0,21547,507.0,118300.0,13,083,0.15153511661615496
428,085,"Dawson County, Georgia",13,1257,572,8213,15974,22289,3156,56943.0,28832,802.0,188300.0,13,085,0.14159450850195163
429,087,"Decatur County, Georgia",13,2367,992,10614,17999,26130,7418,31284.0,18310,459.0,114400.0,13,087,0.28388825105243015
430,089,"DeKalb County, Georgia",13,45098,19515,267396,479320,701820,135469,51376.0,29486,806.0,163000.0,13,089,0.19302527713658774
431,091,"Dodge County, Georgia",13,2231,939,8064,14509,19049,4279,34271.0,17887,377.0,67900.0,13,091,0.22463121423696783
432,093,"Dooly County, Georgia",13,1626,569,5004,9955,12580,3673,28696.0,14295,324.0,73000.0,13,093,0.29197138314785376
433,095,"Dougherty County, Georgia",13,7263,3190,35455,58304,89802,27557,32084.0,18999,484.0,101400.0,13,095,0.3068639896661544
434,097,"Douglas County, Georgia",13,6853,2572,47079,87156,134882,22118,53881.0,23158,769.0,121300.0,13,097,0.16398036802538515
435,099,"Early County, Georgia",13,1116,539,3981,7058,10413,2916,31680.0,18116,319.0,81600.0,13,099,0.28003457216940364
436,101,"Echols County, Georgia",13,455,205,1416,2565,4040,1170,32959.0,16954,428.0,67600.0,13,101,0.2896039603960396
437,103,"Effingham County, Georgia",13,3793,1477,18432,34974,54143,5749,63100.0,25123,714.0,152600.0,13,103,0.10618177788449107
438,105,"Elbert County, Georgia",13,1621,742,7744,13539,19250,3664,35388.0,19841,411.0,82400.0,13,105,0.19033766233766233
439,107,"Emanuel County, Georgia",13,2259,988,8156,14801,21924,6700,32229.0,17096,374.0,67800.0,13,107,0.3056011676701332
440,109,"Evans County, Georgia",13,1230,523,3982,6971,10328,2857,37865.0,19625,410.0,87900.0,13,109,0.2766266460108443
441,111,"Fannin County, Georgia",13,1774,1066,9510,18036,23374,5404,37049.0,20534,491.0,164600.0,13,111,0.23119705655856934
442,113,"Fayette County, Georgia",13,7622,2933,38535,72846,107976,9129,79066.0,36362,884.0,229500.0,13,113,0.08454656590353411
443,115,"Floyd County, Georgia",13,6747,2804,34874,63344,92079,19605,41549.0,21218,485.0,117100.0,13,115,0.21291499690483173
444,117,"Forsyth County, Georgia",13,14678,5332,62295,125848,195371,13547,88816.0,35696,995.0,267300.0,13,117,0.06933987132174171
445,119,"Franklin County, Georgia",13,2109,975,8433,15104,21468,5122,33816.0,17743,419.0,102700.0,13,119,0.23858766536239986
446,121,"Fulton County, Georgia",13,57209,26807,379957,650445,953329,167391,57207.0,37926,821.0,241300.0,13,121,0.17558576315207028
447,123,"Gilmer County, Georgia",13,2097,1137,10985,20596,28386,6664,40228.0,21766,506.0,139600.0,13,123,0.23476361586697667
448,125,"Glascock County, Georgia",13,535,271,1121,2077,2973,483,40759.0,18921,310.0,66300.0,13,125,0.16246215943491424
449,127,"Glynn County, Georgia",13,4828,2338,32311,55802,80249,14981,45918.0,26541,633.0,159200.0,13,127,0.18668145397450436
450,129,"Gordon County, Georgia",13,3586,1454,19539,36477,54954,11188,41612.0,19707,489.0,113000.0,13,129,0.20358845579939586
451,131,"Grady County, Georgia",13,1988,886,9270,16745,24941,7648,34187.0,16953,473.0,115100.0,13,131,0.306643679082635
452,133,"Greene County, Georgia",13,2044,1081,6707,12038,16179,4033,42408.0,28209,435.0,169300.0,13,133,0.24927374992273935
453,135,"Gwinnett County, Georgia",13,41368,15335,274017,540173,853124,117553,60289.0,25831,850.0,167700.0,13,135,0.13779122378458467
454,137,"Habersham County, Georgia",13,3877,1553,14864,29403,40517,7220,40907.0,19026,510.0,131500.0,13,137,0.1781968062788459
455,139,"Hall County, Georgia",13,12394,4793,61992,119969,185412,34120,51202.0,24292,672.0,159700.0,13,139,0.18402260910836407
456,141,"Hancock County, Georgia",13,820,445,2815,6471,6971,2113,24925.0,12358,376.0,66700.0,13,141,0.30311289628460764
457,143,"Haralson County, Georgia",13,1935,789,10733,19040,28162,5724,41910.0,20740,482.0,103500.0,13,143,0.20325260989986507
458,145,"Harris County, Georgia",13,2307,975,11570,22842,32318,2991,63824.0,30386,578.0,201100.0,13,145,0.0925490438764775
459,147,"Hart County, Georgia",13,1835,802,9955,17817,24635,5403,37653.0,20733,417.0,116600.0,13,147,0.2193221026994114
460,149,"Heard County, Georgia",13,1421,632,4336,7792,11457,2349,41525.0,19222,504.0,88200.0,13,149,0.20502749410840534
461,151,"Henry County, Georgia",13,9244,3496,70281,133759,209775,27162,60424.0,24996,838.0,140300.0,13,151,0.12948158741508758
462,153,"Houston County, Georgia",13,7716,3085,53771,94781,145729,25111,53270.0,24368,677.0,132400.0,13,153,0.1723129919233646
463,155,"Irwin County, Georgia",13,766,327,3262,6446,8849,2300,34156.0,17576,313.0,80000.0,13,155,0.2599163747316081
464,157,"Jackson County, Georgia",13,4919,1930,21048,40623,60866,8314,53379.0,23504,584.0,155700.0,13,157,0.13659514342982945
465,159,"Jasper County, Georgia",13,1203,528,5162,9171,13447,2785,42368.0,20570,579.0,111200.0,13,159,0.20710939242953819
466,161,"Jeff Davis County, Georgia",13,902,383,5404,9631,14834,3309,36385.0,18446,292.0,71800.0,13,161,0.22306862612916273
467,163,"Jefferson County, Georgia",13,1768,830,6057,10893,15849,4889,26557.0,16048,322.0,64800.0,13,163,0.3084737207394788
468,165,"Jenkins County, Georgia",13,489,261,3495,5944,8831,2984,24604.0,17366,335.0,54700.0,13,165,0.33790057751104063
469,167,"Johnson County, Georgia",13,1103,477,3299,6724,9186,2125,34438.0,16954,318.0,67600.0,13,167,0.231330285216634
470,169,"Jones County, Georgia",13,2074,829,10326,19232,28455,4770,51857.0,26005,550.0,129300.0,13,169,0.1676331049024776
471,171,"Lamar County, Georgia",13,1362,521,6431,11645,16820,3713,40344.0,19217,439.0,124300.0,13,171,0.22074910820451843
472,173,"Lanier County, Georgia",13,625,259,3712,6970,10041,2675,37605.0,16688,403.0,100900.0,13,173,0.26640772831391296
473,175,"Laurens County, Georgia",13,4655,2068,17640,31873,46665,12823,32356.0,19194,400.0,84100.0,13,175,0.27478838529947497
474,177,"Lee County, Georgia",13,2122,735,10015,18801,27711,3417,61537.0,27999,650.0,157100.0,13,177,0.12330843347407167
475,179,"Liberty County, Georgia",13,5325,2133,22943,35998,62238,11047,42201.0,19785,780.0,122400.0,13,179,0.1774960634981844
476,181,"Lincoln County, Georgia",13,857,455,3425,5625,7638,1912,34243.0,22373,335.0,113800.0,13,181,0.2503273108143493
477,183,"Long County, Georgia",13,810,333,5017,9879,16373,2936,48863.0,18166,535.0,103300.0,13,183,0.17931961155560985
478,185,"Lowndes County, Georgia",13,8613,3556,39328,64465,109266,28907,36834.0,19173,579.0,135000.0,13,185,0.26455622059927153
479,187,"Lumpkin County, Georgia",13,1479,576,11086,19966,29506,5559,43804.0,21963,671.0,167400.0,13,187,0.18840235884226936
480,189,"McDuffie County, Georgia",13,1613,695,8131,14240,21263,5410,36656.0,19065,419.0,102300.0,13,189,0.2544325824201665
481,191,"McIntosh County, Georgia",13,739,481,5296,10378,13886,2956,42988.0,23887,451.0,108400.0,13,191,0.2128762782658793
482,193,"Macon County, Georgia",13,1553,577,4684,9718,12290,3639,28684.0,13431,325.0,68100.0,13,193,0.29609438567941415
483,195,"Madison County, Georgia",13,2564,1104,10195,19272,27983,4798,41912.0,20857,535.0,122700.0,13,195,0.17146124432691276
484,197,"Marion County, Georgia",13,648,315,3055,6059,8633,1836,36242.0,19077,311.0,93300.0,13,197,0.21267230394995945
485,199,"Meriwether County, Georgia",13,1895,901,7943,14714,20861,4733,35832.0,18059,453.0,89800.0,13,199,0.2268826997746992
486,201,"Miller County, Georgia",13,700,335,2376,4028,5768,1608,33983.0,18904,415.0,92500.0,13,201,0.2787794729542302
487,205,"Mitchell County, Georgia",13,2079,727,8140,15371,20601,5905,31915.0,15297,379.0,76700.0,13,205,0.28663657104024076
488,207,"Monroe County, Georgia",13,1865,692,9581,18753,25589,3492,48744.0,25539,504.0,153300.0,13,207,0.13646488725624292
489,209,"Montgomery County, Georgia",13,1361,614,3140,5937,8191,2076,34672.0,17402,355.0,75200.0,13,209,0.25344890733732145
490,211,"Morgan County, Georgia",13,1701,710,6418,12106,17679,2529,51820.0,24435,635.0,182900.0,13,211,0.14305107754963517
491,213,"Murray County, Georgia",13,2859,1166,14236,25666,38897,7765,35539.0,17043,462.0,89800.0,13,213,0.19962979150062987
492,215,"Muscogee County, Georgia",13,14989,6362,72760,127557,190210,38921,42306.0,23318,635.0,134500.0,13,215,0.20462120813837337
493,217,"Newton County, Georgia",13,5478,2077,34641,64747,100876,17281,49179.0,21717,688.0,115500.0,13,217,0.1713093302668623
494,219,"Oconee County, Georgia",13,3393,1296,11880,22334,34116,2487,72182.0,33528,708.0,235700.0,13,219,0.07289834681674287
495,221,"Oglethorpe County, Georgia",13,1530,706,5542,10523,14539,2316,44226.0,21848,517.0,121200.0,13,221,0.15929568746131095
496,223,"Paulding County, Georgia",13,6653,2432,49110,92676,146447,18445,60109.0,24930,808.0,133500.0,13,223,0.1259500023899431
497,225,"Peach County, Georgia",13,1994,765,9941,16643,24942,5471,41588.0,20689,490.0,124600.0,13,225,0.21934888942346242
498,227,"Pickens County, Georgia",13,2091,904,11286,21577,29469,3418,54123.0,27720,632.0,175000.0,13,227,0.11598629067833995
499,229,"Pierce County, Georgia",13,1449,625,6890,12456,18768,4455,40247.0,21619,392.0,98000.0,13,229,0.23737212276214834
500,231,"Pike County, Georgia",13,2024,818,6017,11886,17490,2132,51338.0,23150,563.0,155200.0,13,231,0.12189822755860491
501,233,"Polk County, Georgia",13,2379,998,14694,26815,40777,8767,37853.0,20293,467.0,102600.0,13,233,0.21499865120043163
502,235,"Pulaski County, Georgia",13,990,350,3947,8459,10055,1929,38750.0,17656,417.0,100700.0,13,235,0.19184485330681253
503,237,"Putnam County, Georgia",13,1175,621,8462,15700,20989,3446,44299.0,25864,424.0,155100.0,13,237,0.16418123779122398
504,239,"Quitman County, Georgia",13,284,207,1015,1704,2326,558,31487.0,17334,445.0,69200.0,13,239,0.23989681857265693
505,241,"Rabun County, Georgia",13,1763,1255,6789,12051,15991,3458,35211.0,22869,503.0,161500.0,13,241,0.21624663873428804
506,243,"Randolph County, Georgia",13,524,245,2794,4927,7108,2145,28377.0,26031,369.0,68400.0,13,243,0.3017726505346089
507,245,"Richmond County, Georgia",13,13264,5672,71724,128857,192680,48498,37424.0,20659,602.0,101900.0,13,245,0.2517023043388001
508,247,"Rockdale County, Georgia",13,5164,2061,29623,56170,85887,14155,50455.0,22614,712.0,140000.0,13,247,0.1648095753722915
509,249,"Schley County, Georgia",13,690,315,1879,3198,5074,1187,39375.0,19858,379.0,91500.0,13,249,0.23393772171856522
510,251,"Screven County, Georgia",13,1642,800,5290,9401,13807,3482,34466.0,18597,336.0,80500.0,13,251,0.25219091765046714
511,253,"Seminole County, Georgia",13,961,474,3301,6092,8658,1595,34905.0,19891,435.0,75600.0,13,253,0.18422268422268423
512,255,"Spalding County, Georgia",13,3838,1633,22717,42434,62595,14238,40246.0,19588,532.0,111500.0,13,255,0.22746225736879944
513,257,"Stephens County, Georgia",13,1611,748,9198,17162,24905,4707,40315.0,20001,420.0,101100.0,13,257,0.18899819313390886
514,259,"Stewart County, Georgia",13,672,294,1731,4247,4282,1645,21118.0,13721,271.0,52500.0,13,259,0.3841662774404484
515,261,"Sumter County, Georgia",13,2440,1057,11403,19621,29355,9741,32758.0,17404,432.0,84700.0,13,261,0.3318344404701073
516,263,"Talbot County, Georgia",13,861,457,2665,4716,6462,1291,34078.0,18971,322.0,72300.0,13,263,0.19978334880841844
517,265,"Taliaferro County, Georgia",13,416,239,707,1309,1704,511,26306.0,14805,353.0,63100.0,13,265,0.29988262910798125
518,267,"Tattnall County, Georgia",13,2836,803,7880,17465,19329,5646,33980.0,14957,371.0,80600.0,13,267,0.2920999534378395
519,269,"Taylor County, Georgia",13,981,437,3405,5717,8193,2351,28143.0,16857,335.0,58000.0,13,269,0.2869522763334554
520,271,"Telfair County, Georgia",13,1578,611,5289,12291,12514,3565,26449.0,12155,355.0,56400.0,13,271,0.2848809333546428
521,273,"Terrell County, Georgia",13,1066,491,3312,6130,8881,3216,28688.0,16242,337.0,83700.0,13,273,0.36212138272717037
522,275,"Thomas County, Georgia",13,3661,1665,17385,30269,43849,10335,36641.0,20471,506.0,123100.0,13,275,0.2356952268010673
523,277,"Tift County, Georgia",13,2870,1188,14127,25552,38884,11372,37653.0,20078,410.0,112400.0,13,277,0.2924596234955252
524,279,"Toombs County, Georgia",13,1787,781,10681,17427,26891,6674,33679.0,19564,382.0,89900.0,13,279,0.2481871258041724
525,281,"Towns County, Georgia",13,1128,698,4268,7897,9988,1862,37000.0,19978,514.0,175100.0,13,281,0.18642370845014017
526,283,"Treutlen County, Georgia",13,591,287,2627,4770,6328,1242,38596.0,21127,312.0,71100.0,13,283,0.19627054361567636
527,285,"Troup County, Georgia",13,5014,2024,24645,44007,67084,14388,41489.0,21559,517.0,116300.0,13,285,0.2144773716534494
528,287,"Turner County, Georgia",13,692,307,3013,5501,7984,2027,31806.0,18227,349.0,70900.0,13,287,0.25388276553106215
529,289,"Twiggs County, Georgia",13,751,409,3022,6043,8389,2324,30468.0,17768,304.0,56900.0,13,289,0.27702944331863155
530,291,"Union County, Georgia",13,1132,690,8357,16789,21227,2860,40799.0,21872,427.0,184900.0,13,291,0.13473406510576152
531,293,"Upson County, Georgia",13,2105,935,10159,18037,25891,6137,35774.0,19069,431.0,85600.0,13,293,0.23703217334208798
532,295,"Walker County, Georgia",13,4506,1864,25860,47214,66520,11818,41632.0,21430,469.0,105900.0,13,295,0.17766085387853278
533,297,"Walton County, Georgia",13,5563,2169,29667,56685,85153,11801,54453.0,23625,623.0,152900.0,13,297,0.13858583960635562
534,299,"Ware County, Georgia",13,2773,1084,13901,23849,33219,9686,34909.0,18100,438.0,78600.0,13,299,0.29158011981095155
535,301,"Warren County, Georgia",13,743,411,2125,3831,5483,1485,29176.0,18174,337.0,62300.0,13,301,0.2708371329564107
536,303,"Washington County, Georgia",13,2358,1015,7230,14154,19128,4961,37932.0,18285,366.0,80400.0,13,303,0.2593580092011711
537,305,"Wayne County, Georgia",13,2439,983,10066,20136,27736,5633,38955.0,18291,406.0,91400.0,13,305,0.20309345255263916
538,307,"Webster County, Georgia",13,321,156,1062,1857,2708,608,37063.0,18767,316.0,46000.0,13,307,0.22451994091580502
539,309,"Wheeler County, Georgia",13,993,283,2012,5931,4320,1177,27620.0,8292,293.0,49400.0,13,309,0.2724537037037037
540,311,"White County, Georgia",13,1442,827,11316,19365,27349,5195,40888.0,21718,528.0,155800.0,13,311,0.1899521006252514
541,313,"Whitfield County, Georgia",13,6639,2551,34575,65109,102436,19270,40596.0,20353,527.0,120400.0,13,313,0.1881174587059237
542,315,"Wilcox County, Georgia",13,1510,587,2742,6418,6933,1599,32043.0,13521,292.0,64900.0,13,315,0.23063608827347468
543,317,"Wilkes County, Georgia",13,1034,535,4006,7041,9801,2795,32727.0,18392,338.0,95200.0,13,317,0.2851749821446791
544,319,"Wilkinson County, Georgia",13,1449,729,3313,6406,9273,1640,38485.0,18037,374.0,71500.0,13,319,0.1768575434055861
545,321,"Worth County, Georgia",13,1789,811,7924,14306,20969,4445,37974.0,18762,389.0,70800.0,13,321,0.21197958891697266
546,001,"Hawaii County, Hawaii",15,15861,7118,65048,133135,188613,36756,52108.0,24548,885.0,301700.0,15,001,0.19487522068998425
547,003,"Honolulu County, Hawaii",15,92201,31257,309602,667370,952784,92404,74460.0,31041,1415.0,580200.0,15,003,0.09698315672807269
548,005,"Kalawao County, Hawaii",15,43,51,54,78,79,12,66250.0,46769,830.0,,15,005,0.1518987341772152
549,007,"Kauai County, Hawaii",15,7198,3322,22405,48963,68894,7384,65101.0,27441,1091.0,480600.0,15,007,0.10717914477312973
550,009,"Maui County, Hawaii",15,14379,6245,53463,112506,158715,17388,66476.0,29664,1153.0,509700.0,15,009,0.10955486248936773
551,001,"Ada County, Idaho",16,23583,9168,157286,274388,409361,50551,56356.0,28851,730.0,188800.0,16,001,0.12348758186539509
552,003,"Adams County, Idaho",16,648,442,1592,2890,3848,495,39565.0,21219,444.0,145000.0,16,003,0.12863825363825362
553,005,"Bannock County, Idaho",16,7908,3035,30394,51764,81121,15288,43779.0,21598,535.0,145300.0,16,005,0.18845921524636036
554,007,"Bear Lake County, Idaho",16,1206,633,2346,3915,5887,759,48654.0,22959,430.0,138900.0,16,007,0.1289281467640564
555,009,"Benewah County, Idaho",16,1837,980,3668,6382,8982,1490,39863.0,20937,497.0,142800.0,16,009,0.16588733021598753
556,011,"Bingham County, Idaho",16,3955,1412,14698,27044,45064,6093,50155.0,20164,520.0,141400.0,16,011,0.1352077045979052
557,013,"Blaine County, Idaho",16,1627,1118,8924,14992,21249,2218,60088.0,34208,844.0,374800.0,16,013,0.10438138265330134
558,015,"Boise County, Idaho",16,946,593,2970,5205,6839,991,44238.0,27276,523.0,188200.0,16,015,0.14490422576400058
559,017,"Bonner County, Idaho",16,3540,1940,17193,30068,40270,6145,42171.0,23981,598.0,211300.0,16,017,0.15259498385895207
560,019,"Bonneville County, Idaho",16,9202,3508,36686,65086,106406,14025,50762.0,23926,582.0,155600.0,16,019,0.13180647707836024
561,021,"Boundary County, Idaho",16,990,436,4265,7648,10793,1647,38961.0,20795,538.0,172800.0,16,021,0.15259890669878626
562,023,"Butte County, Idaho",16,544,266,1009,1753,2613,460,37891.0,21982,428.0,105800.0,16,023,0.1760428626100268
563,025,"Camas County, Idaho",16,219,174,435,726,1052,229,42614.0,24588,516.0,164500.0,16,025,0.217680608365019
564,027,"Canyon County, Idaho",16,12484,4532,65807,119771,195522,37945,42888.0,17915,617.0,122200.0,16,027,0.19407023250580496
565,029,"Caribou County, Idaho",16,1158,491,2606,4407,6649,551,58021.0,25172,425.0,126600.0,16,029,0.08286960445179727
566,031,"Cassia County, Idaho",16,2671,986,7732,13650,22842,3645,45695.0,18227,451.0,131500.0,16,031,0.1595744680851064
567,033,"Clark County, Idaho",16,139,116,274,539,901,163,33672.0,15151,375.0,97300.0,16,033,0.18091009988901222
568,035,"Clearwater County, Idaho",16,1667,799,3648,6667,7512,985,38837.0,20079,502.0,126200.0,16,035,0.13112353567625132
569,037,"Custer County, Idaho",16,545,371,1767,3292,4190,806,39457.0,22861,421.0,161500.0,16,037,0.19236276849642006
570,039,"Elmore County, Idaho",16,2160,947,9785,15650,25103,4046,43848.0,21326,624.0,135300.0,16,039,0.16117595506513166
571,041,"Franklin County, Idaho",16,1779,605,4236,7447,12864,1696,48133.0,18855,540.0,160900.0,16,041,0.1318407960199005
572,043,"Fremont County, Idaho",16,1906,1047,4477,8184,12273,1266,47988.0,20302,514.0,152100.0,16,043,0.10315326326081643
573,045,"Gem County, Idaho",16,1113,458,6311,11804,16543,2980,40828.0,19726,587.0,140200.0,16,045,0.18013661367345704
574,047,"Gooding County, Idaho",16,1456,623,5327,9564,14999,2911,39930.0,19688,569.0,127700.0,16,047,0.19407960530702048
575,049,"Idaho County, Idaho",16,2344,1208,6583,11919,15773,2528,38191.0,19611,460.0,153700.0,16,049,0.1602738857541368
576,051,"Jefferson County, Idaho",16,2768,945,8102,15227,26686,3492,51171.0,19501,520.0,156000.0,16,051,0.1308551300307277
577,053,"Jerome County, Idaho",16,1977,757,7624,13470,22402,3676,41630.0,17708,545.0,135800.0,16,053,0.16409249174180876
578,055,"Kootenai County, Idaho",16,10209,4792,56421,98196,143153,18634,49403.0,25744,710.0,185700.0,16,055,0.13016842119969543
